IsRamadan,n,mean,median,std,uplift_vs_base_%,Feature,RevenueCenter,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsWorldCup,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsFilmFestival,IsAirshow,IsArtDubai,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact,IslamicPeriod
1.0,429,44.72494172494172,12.0,77.58136433068283,0.4667750823730152,IsRamadan,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,
0.0,1029,44.43051506316812,21.0,68.26879725628724,-0.1946030226803042,IsRamadan,RevenueCenter_7,,,,,,,,,,,,,,,,,,,,
,48,49.3125,51.5,40.81361696526337,10.7719240131883,IsEid,RevenueCenter_7,1.0,,,,,,,,,,,,,,,,,,,
,1410,44.35390070921986,16.0,71.91883093045378,-0.36670379619364835,IsEid,RevenueCenter_7,0.0,,,,,,,,,,,,,,,,,,,
,126,66.0,32.0,86.073085224128,48.25748004806951,IsPreRamadan,RevenueCenter_7,,1.0,,,,,,,,,,,,,,,,,,
,1332,42.48498498498498,17.0,69.22076042419465,-4.56489676130388,IsPreRamadan,RevenueCenter_7,,0.0,,,,,,,,,,,,,,,,,,
,126,50.507936507936506,26.0,90.3015168007046,13.457263471129671,IsPostRamadan,RevenueCenter_7,,,1.0,,,,,,,,,,,,,,,,,
,1332,43.950450450450454,17.0,69.03315729929378,-1.2729843824041533,IsPostRamadan,RevenueCenter_7,,,0.0,,,,,,,,,,,,,,,,,
,1398,45.32546494992847,18.0,71.75151443358588,1.8157456891438435,IsLast10Ramadan,RevenueCenter_7,,,,0.0,,,,,,,,,,,,,,,,
,60,25.683333333333334,0.0,50.90452734241624,-42.306874557051735,IsLast10Ramadan,RevenueCenter_7,,,,1.0,,,,,,,,,,,,,,,,
,93,45.70967741935484,25.0,53.33111919784555,2.678811939449904,IsDSF,RevenueCenter_7,,,,,1.0,,,,,,,,,,,,,,,
,1365,44.43589743589744,16.0,72.17514763570487,-0.18251246180867256,IsDSF,RevenueCenter_7,,,,,0.0,,,,,,,,,,,,,,,
,192,47.015625,25.0,60.72532585015358,5.612395233106336,IsSummerEvent,RevenueCenter_7,,,,,,1.0,,,,,,,,,,,,,,
,1266,44.13823064770932,16.0,72.56738893243752,-0.8511689453052285,IsSummerEvent,RevenueCenter_7,,,,,,0.0,,,,,,,,,,,,,,
,1458,44.51714677640604,18.0,71.10862509105927,0.0,IsWorldCup,RevenueCenter_7,,,,,,,0.0,,,,,,,,,,,,,
,1455,44.582817869415805,18.0,71.16508197857294,0.14751864790349573,IsNationalDay,RevenueCenter_7,,,,,,,,0.0,,,,,,,,,,,,
,3,12.666666666666666,9.0,14.84362938547488,-71.54654423319879,IsNationalDay,RevenueCenter_7,,,,,,,,1.0,,,,,,,,,,,,
,18,66.05555555555556,0.0,104.27479094270002,48.38227590669584,IsNewYear,RevenueCenter_7,,,,,,,,,1.0,,,,,,,,,,,
,1440,44.24791666666667,18.0,70.60705942530097,-0.604778448833696,IsNewYear,RevenueCenter_7,,,,,,,,,0.0,,,,,,,,,,,
,30,87.6,0.0,123.37819625178848,96.77810988198316,IsMarathon,RevenueCenter_7,,,,,,,,,,1.0,,,,,,,,,,
,1428,43.61204481792717,18.0,69.37972796356239,-2.0331535689492295,IsMarathon,RevenueCenter_7,,,,,,,,,,0.0,,,,,,,,,,
,1419,44.79492600422833,18.0,71.46705339075974,0.6239825504035121,IsGITEX,RevenueCenter_7,,,,,,,,,,,0.0,,,,,,,,,
,39,34.41025641025641,16.0,56.34560551151119,-22.70336510314325,IsGITEX,RevenueCenter_7,,,,,,,,,,,1.0,,,,,,,,,
,1458,44.51714677640604,18.0,71.10862509105927,0.0,IsFilmFestival,RevenueCenter_7,,,,,,,,,,,,0.0,,,,,,,,
,1419,45.2184637068358,18.0,71.81104866966707,1.5753860730388451,IsAirshow,RevenueCenter_7,,,,,,,,,,,,,0.0,,,,,,,
,39,19.0,9.0,27.50885025051507,-57.31981634979817,IsAirshow,RevenueCenter_7,,,,,,,,,,,,,1.0,,,,,,,
,1458,44.51714677640604,18.0,71.10862509105927,0.0,IsArtDubai,RevenueCenter_7,,,,,,,,,,,,,,0.0,,,,,,
,39,61.38461538461539,40.0,79.17888321111069,37.88982410065207,IsFoodFestival,RevenueCenter_7,,,,,,,,,,,,,,,1.0,,,,,
,1419,44.05355884425652,17.0,70.8481457261974,-1.0413693727451905,IsFoodFestival,RevenueCenter_7,,,,,,,,,,,,,,,0.0,,,,,
,258,56.35658914728682,25.0,78.8419883046992,26.59524077395646,IsPreEvent,RevenueCenter_7,,,,,,,,,,,,,,,,1.0,,,,
