IsRamadan,n,mean,median,std,uplift_vs_base_%,Feature,RevenueCenter,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsWorldCup,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsFilmFestival,IsAirshow,IsArtDubai,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact,IslamicPeriod
,30,10793.828333333333,6585.8,11266.163700118885,23.804372972251652,IsMarathon,RevenueCenter_5,,,,,,,,,,1.0,,,,,,,,,,
,1428,8674.854544817927,4493.5,8570.17786847937,-0.5000918691649606,IsMarathon,RevenueCenter_5,,,,,,,,,,0.0,,,,,,,,,,
,1419,8783.318336856943,4530.0,8697.920388018136,0.7439794046122988,IsGITEX,RevenueCenter_5,,,,,,,,,,,0.0,,,,,,,,,
,39,6358.421025641025,2565.0,5435.539358361198,-27.069404490893323,IsGITEX,RevenueCenter_5,,,,,,,,,,,1.0,,,,,,,,,
,1458,8718.454828532236,4508.5,8634.380033411047,0.0,IsFilmFestival,RevenueCenter_5,,,,,,,,,,,,0.0,,,,,,,,
,1419,8763.797054263565,4515.0,8689.902741815622,0.5200718088593008,IsAirshow,RevenueCenter_5,,,,,,,,,,,,,0.0,,,,,,,
,39,7068.695384615385,3897.5,6144.151590962377,-18.922612737727412,IsAirshow,RevenueCenter_5,,,,,,,,,,,,,1.0,,,,,,,
,1458,8718.454828532236,4508.5,8634.380033411047,0.0,IsArtDubai,RevenueCenter_5,,,,,,,,,,,,,,0.0,,,,,,
,39,9197.402564102564,2916.0,10542.140833677879,5.493493342454571,IsFoodFestival,RevenueCenter_5,,,,,,,,,,,,,,,1.0,,,,,
,1419,8705.291360112755,4537.0,8580.105878717242,-0.15098396078628903,IsFoodFestival,RevenueCenter_5,,,,,,,,,,,,,,,0.0,,,,,
,258,9232.581511627906,4194.0,9375.364038646832,5.896993139347654,IsPreEvent,RevenueCenter_5,,,,,,,,,,,,,,,,1.0,,,,
,1200,8607.917591666666,4533.5,8466.709390957643,-1.2678535249597545,IsPreEvent,RevenueCenter_5,,,,,,,,,,,,,,,,0.0,,,,
,1242,9027.010603864734,5050.5,8850.020732836467,3.5391107874151047,IsPostEvent,RevenueCenter_5,,,,,,,,,,,,,,,,,0.0,,,
,216,6944.2591203703705,2916.5,7030.225952763365,-20.349887027636914,IsPostEvent,RevenueCenter_5,,,,,,,,,,,,,,,,,1.0,,,
,177,11282.98734463277,12025.0,9636.750588570618,29.41498885453623,TourismIntensity,RevenueCenter_5,,,,,,,,,,,,,,,,,,Low,,
,99,8575.895959595959,4254.0,8295.928107273769,-1.6351391587157833,TourismIntensity,RevenueCenter_5,,,,,,,,,,,,,,,,,,High,,
,981,8571.807013251784,3910.0,8770.771953946918,-1.6820390558259097,TourismIntensity,RevenueCenter_5,,,,,,,,,,,,,,,,,,Normal,,
,201,7246.07960199005,3290.0,6528.005795839709,-16.8880295361932,TourismIntensity,RevenueCenter_5,,,,,,,,,,,,,,,,,,Medium,,
,129,11071.656976744185,11999.0,9823.650427648177,26.99104594211809,RevenueImpact,RevenueCenter_5,,,,,,,,,,,,,,,,,,,Decrease,
,57,9291.208771929825,5896.6,9044.438736066344,6.569443263308308,RevenueImpact,RevenueCenter_5,,,,,,,,,,,,,,,,,,,Boost,
,1272,8454.13875,3987.6,8455.356880445812,-3.0316848997970216,RevenueImpact,RevenueCenter_5,,,,,,,,,,,,,,,,,,,Neutral,
,12,14019.883333333333,14773.6,11529.117665035881,60.80697335784212,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Marathon
,60,11924.827333333333,13828.66,10717.40486361271,36.77684369376831,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Ramadan-First10Days
,6,11476.166666666666,5175.5,13635.810110391925,31.630740680211726,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,New-Year-Celebrations
,57,11399.722807017542,12185.0,9315.995440159773,30.753935544983506,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Ramadan-Middle
,18,11329.388888888889,3541.5,13043.605695732742,29.947210964631527,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,84,10642.529047619048,4874.0,10651.446724944308,22.068981911680467,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Early
,60,10530.248666666668,10580.5,8875.862975180185,20.781134659379198,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Ramadan-Last10Days
,12,10178.875,3288.25,12216.662626632306,16.75090598265596,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-New-Year-Celebrations
,42,9870.236904761905,5218.0,9229.03706752702,13.210850992314802,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Ramadan-Late
,51,9034.154901960785,5896.6,8507.895263443566,3.6210553319079013,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Dubai-Shopping-Festival
,507,8978.697968441815,4515.0,9023.21788857538,2.984968610009887,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Normal
,12,8730.6875,2977.25,11196.912323536606,0.14030779201528742,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-Dubai-Marathon
,3,8548.0,11069.5,7346.780876683339,-1.9551036494953373,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Flag-Day
,6,8468.0,3436.5,11235.985564248469,-2.872697438456542,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,6,8129.583333333333,2878.25,9944.657271201791,-6.754310331135138,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Flag-Day
,9,7655.166666666667,7760.2,5862.3014708389055,-12.195832665047773,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-GITEX-Technology-Week
,42,7605.114285714286,3543.875,7148.163316197724,-12.769929588605585,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-DSF
,15,7603.4,5030.0,6476.692195315224,-12.78959231265476,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Dubai-Airshow
,21,7369.9857142857145,2916.0,7677.7104128956125,-15.46683604798281,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Dubai-Food-Festival
,171,7285.963040935672,3272.0,6604.330324924084,-16.430569587956747,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Dubai-Summer-Surprises
,21,7016.805714285713,2614.5,6519.294807529853,-19.5177832277993,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-Summer-Event
,9,7003.166666666667,3897.5,6453.8915682710385,-19.674222045081585,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-Dubai-Airshow
,6,6977.099999999999,6189.8,5587.83146309908,-19.97320468798479,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-Flag-Day
,84,6729.71,3016.3,6346.095269730545,-22.810748781123685,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Recovery
,15,6573.308,3483.0,6012.053522771923,-24.604667578387566,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Airshow
,15,6483.301333333334,5594.2,5035.076248964241,-25.637037057117993,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Eid-Adha
,15,6434.088000000001,2565.0,6027.963295498264,-26.20151016962729,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,GITEX-Technology-Week
,42,6401.9,2578.75,6533.059804208579,-26.570704030615843,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Week1
,6,6193.833333333333,1796.5,7704.378428313777,-28.957212543405774,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-Commemoration-Day
,3,5847.0,2650.0,6776.873689246392,-32.935363949297994,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-UAE-National-Day
,21,5606.155238095238,1976.0,5814.413741408173,-35.69783466964361,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Post-Eid-Adha
,15,5504.706666666667,2240.0,4727.727409876255,-36.86144190766666,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Pre-GITEX-Technology-Week
,12,5247.4925,3422.075,4849.066689837662,-39.81166842974373,IslamicPeriod,RevenueCenter_5,,,,,,,,,,,,,,,,,,,,Eid-Adha
