IsRamadan,n,mean,median,std,uplift_vs_base_%,Feature,RevenueCenter,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsWorldCup,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsFilmFestival,IsAirshow,IsArtDubai,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact,IslamicPeriod
0.0,1029,482.68168124392616,373.0,524.4560651406676,6.333785370270603,IsRamadan,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,
1.0,429,384.96850815850814,240.0,560.8372434009883,-15.192226447572105,IsRamadan,RevenueCenter_2,,,,,,,,,,,,,,,,,,,,
,1410,458.47797163120566,345.0,542.3937009497345,1.0017577356383367,IsEid,RevenueCenter_2,0.0,,,,,,,,,,,,,,,,,,,
,48,320.3541666666667,192.5,321.84056708340444,-29.426633484375923,IsEid,RevenueCenter_2,1.0,,,,,,,,,,,,,,,,,,,
,126,626.1784920634921,467.5,534.5612275188951,37.945838770936206,IsPreRamadan,RevenueCenter_2,,1.0,,,,,,,,,,,,,,,,,,
,1332,437.6369744744744,331.0,534.6432151051125,-3.589471235088563,IsPreRamadan,RevenueCenter_2,,0.0,,,,,,,,,,,,,,,,,,
,1332,465.13283783783777,348.0,554.4717393515191,2.4678111252350234,IsPostRamadan,RevenueCenter_2,,,0.0,,,,,,,,,,,,,,,,,
,126,335.5079365079365,286.0,270.31222676103266,-26.08828903819887,IsPostRamadan,RevenueCenter_2,,,1.0,,,,,,,,,,,,,,,,,
,1398,465.0507439198855,352.0,534.5074330337976,2.44972600331939,IsLast10Ramadan,RevenueCenter_2,,,,0.0,,,,,,,,,,,,,,,,
,60,194.83333333333334,17.5,535.9579943908034,-57.07861587734171,IsLast10Ramadan,RevenueCenter_2,,,,1.0,,,,,,,,,,,,,,,,
,93,476.247311827957,401.0,354.47072166805117,4.916306971862234,IsDSF,RevenueCenter_2,,,,,1.0,,,,,,,,,,,,,,,
,1365,452.4102124542124,337.0,547.3608489013433,-0.33495717830270366,IsDSF,RevenueCenter_2,,,,,0.0,,,,,,,,,,,,,,,
,1266,461.3925276461295,342.5,564.9538647783492,1.6438284538430443,IsSummerEvent,RevenueCenter_2,,,,,,0.0,,,,,,,,,,,,,,
,192,404.7291666666667,337.25,289.24873842228436,-10.838993867527547,IsSummerEvent,RevenueCenter_2,,,,,,1.0,,,,,,,,,,,,,,
,1458,453.9306858710562,341.5,537.0736846917847,0.0,IsWorldCup,RevenueCenter_2,,,,,,,0.0,,,,,,,,,,,,,
,3,456.1666666666667,468.0,197.51603310448834,0.49258198778076023,IsNationalDay,RevenueCenter_2,,,,,,,,1.0,,,,,,,,,,,,
,1455,453.9260756013745,341.0,537.5775455698353,-0.0010156329644978072,IsNationalDay,RevenueCenter_2,,,,,,,,0.0,,,,,,,,,,,,
,1440,454.04926388888885,339.75,538.8921524273248,0.02612249436389284,IsNewYear,RevenueCenter_2,,,,,,,,,0.0,,,,,,,,,,,
,18,444.44444444444446,402.25,373.761951958765,-2.089799549111427,IsNewYear,RevenueCenter_2,,,,,,,,,1.0,,,,,,,,,,,
,30,542.8166666666667,394.5,527.5781439640062,19.58139944318713,IsMarathon,RevenueCenter_2,,,,,,,,,,1.0,,,,,,,,,,
,1428,452.0633333333333,341.0,537.2952068780077,-0.4113739378820853,IsMarathon,RevenueCenter_2,,,,,,,,,,0.0,,,,,,,,,,
,1419,456.1024947145877,342.0,542.7157859148925,0.47844503822515744,IsGITEX,RevenueCenter_2,,,,,,,,,,,0.0,,,,,,,,,
,39,374.9102564102564,313.0,249.23062855080082,-17.40803869849997,IsGITEX,RevenueCenter_2,,,,,,,,,,,1.0,,,,,,,,,
,1458,453.9306858710562,341.5,537.0736846917847,0.0,IsFilmFestival,RevenueCenter_2,,,,,,,,,,,,0.0,,,,,,,,
,39,579.7435897435897,423.0,693.736418755587,27.716324934303298,IsAirshow,RevenueCenter_2,,,,,,,,,,,,,1.0,,,,,,,
,1419,450.47282593375616,338.5,532.0121625323492,-0.7617594590823245,IsAirshow,RevenueCenter_2,,,,,,,,,,,,,0.0,,,,,,,
,1458,453.9306858710562,341.5,537.0736846917847,0.0,IsArtDubai,RevenueCenter_2,,,,,,,,,,,,,,0.0,,,,,,
