IsRamadan,n,mean,median,std,uplift_vs_base_%,Feature,RevenueCenter,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsWorldCup,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsFilmFestival,IsAirshow,IsArtDubai,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact,IslamicPeriod
,6,5035.683333333333,1686.5,6610.414873641946,11.69442970708,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Dubai-Marathon
,12,5024.370833333333,1166.5,6507.224119408239,11.44351177749189,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-New-Year-Celebrations
,12,4964.908333333334,1806.875,6260.013516353159,10.12459841721496,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Marathon
,6,4906.283333333334,993.5,7146.782833811774,8.824261301448963,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,New-Year-Celebrations
,15,4864.6466666666665,1292.0,5793.613507236921,7.900735449961642,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Airshow
,15,4681.78,1921.5,5048.323706998478,3.8446448076916995,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Dubai-Airshow
,42,4662.721428571428,1523.0,5617.954207164554,3.421914440066128,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-DSF
,21,4442.0142857142855,1023.0,5733.8257663217955,-1.4735003074274409,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Dubai-Food-Festival
,12,4361.275000000001,1276.25,6205.086154573667,-3.2643453379557137,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-Dubai-Marathon
,21,4336.307142857143,1963.5,4785.28081407679,-3.8181471519258783,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-Summer-Event
,84,4139.891666666667,1675.5,4832.628287860646,-8.17475838947518,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Recovery
,6,4128.466666666666,1158.0,5476.971218352956,-8.428171635490154,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-Flag-Day
,15,4078.496,1451.0,4573.553033914192,-9.536550527877987,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,GITEX-Technology-Week
,21,3956.0071428571428,1499.0,4490.814075122841,-12.253425704178477,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-Eid-Adha
,15,3920.0299999999997,1249.5,4575.617258664202,-13.051419975843443,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-GITEX-Technology-Week
,9,3806.766666666667,1017.0,5217.0842871641435,-15.563667586738262,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-GITEX-Technology-Week
,6,3776.85,2227.625,3811.365705360744,-16.227236918024683,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Flag-Day
,51,3455.9254901960785,1215.0,4004.721821217705,-23.345532038827198,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Dubai-Shopping-Festival
,171,3441.819590643275,1344.5,3842.082230002275,-23.658409219889492,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Dubai-Summer-Surprises
,60,3349.851666666667,1522.0,4182.608975491444,-25.698312077147133,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Ramadan-First10Days
,15,3333.95,1325.0,3578.614875099822,-26.05102043312506,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Pre-Eid-Adha
,12,3327.429166666667,1161.5,4091.6214251842157,-26.19565636675503,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Eid-Adha
,9,3111.0,1467.0,3752.677550429826,-30.996183076366492,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-Dubai-Airshow
,42,3075.602380952381,1171.0,3693.945663926714,-31.78132316775011,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Week1
,57,2707.7631578947367,1195.0,3073.240757277219,-39.94021432982059,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Ramadan-Middle
,60,2307.7149999999997,916.5,2700.5492349611313,-48.8135186846921,IslamicPeriod,RevenueCenter_3,,,,,,,,,,,,,,,,,,,,Ramadan-Last10Days
