IsRamadan,n,mean,median,std,uplift_vs_base_%,Feature,RevenueCenter,IsEid,IsPreRamadan,IsPostRamadan,IsLast10Ramadan,IsDSF,IsSummerEvent,IsWorldCup,IsNationalDay,IsNewYear,IsMarathon,IsGITEX,IsFilmFestival,IsAirshow,IsArtDubai,IsFoodFestival,IsPreEvent,IsPostEvent,TourismIntensity,RevenueImpact,IslamicPeriod
,21,155.47619047619048,105.0,182.89276066799883,18.089334087458695,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Summer-Event
,84,149.16666666666666,70.0,217.0278885711942,13.297041050218784,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Recovery
,18,146.11111111111111,22.5,236.04931909614064,10.976245051052299,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Food-Festival
,507,137.68244575936885,45.0,216.76361815048722,4.574393580516653,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Normal
,12,131.25,57.5,171.0678360927458,-0.3112627630756462,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Eid-Adha
,15,109.33333333333333,55.0,135.394485362834,-16.95769952073349,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,GITEX-Technology-Week
,21,101.9047619047619,35.0,118.79053192990794,-22.599946417408397,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Eid-Adha
,6,100.83333333333333,0.0,246.99021573063712,-23.413732027505738,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,New-Year-Celebrations
,12,92.91666666666667,0.0,146.13907344676437,-29.426703479891643,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-New-Year-Celebrations
,60,88.66666666666667,37.5,120.79491888891077,-32.654719733277766,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Ramadan-Last10Days
,42,88.33333333333333,35.0,113.92480760843043,-32.90789747864139,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Ramadan-Week1
,12,72.08333333333333,0.0,100.30540485150459,-45.25031256511774,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Marathon
,9,55.55555555555556,35.0,59.81452814975454,-57.803709106063764,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-GITEX-Technology-Week
,15,46.0,35.0,52.37911252180041,-65.06147113982081,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-GITEX-Technology-Week
,6,30.833333333333332,0.0,75.52593373581466,-76.58105855386539,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Flag-Day
,15,17.0,0.0,65.84071688552609,-87.08793498645552,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Dubai-Airshow
,42,3.4523809523809526,0.0,17.685880245168956,-97.37780192301967,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-DSF
,51,1.7647058823529411,0.0,12.602520756252087,-98.65964723042792,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Dubai-Shopping-Festival
,15,0.0,0.0,0.0,-100.0,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Dubai-Airshow
,3,0.0,0.0,0.0,-100.0,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Flag-Day
,6,0.0,0.0,0.0,-100.0,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-Commemoration-Day
,3,0.0,0.0,0.0,-100.0,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Pre-UAE-National-Day
,6,0.0,0.0,0.0,-100.0,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Flag-Day
,9,0.0,0.0,0.0,-100.0,IslamicPeriod,RevenueCenter_9,,,,,,,,,,,,,,,,,,,,Post-Dubai-Airshow
