Date,MealPeriod,RevenueCenterName,TotalCheckAmount
2023-02-13,Dinner,RevenueCenter_2,165.0
2023-02-13,Dinner,RevenueCenter_3,7458.25
2023-02-13,Dinner,RevenueCenter_4,0.0
2023-02-13,Dinner,RevenueCenter_5,2098.0
2023-02-13,Dinner,RevenueCenter_6,1354.5
2023-02-13,Dinner,RevenueCenter_7,43.0
2023-02-13,Dinner,RevenueCenter_8,0.0
2023-02-13,Dinner,RevenueCenter_9,0.0
2023-02-13,Lunch,RevenueCenter_1,282.0
2023-02-13,Lunch,RevenueCenter_2,1564.0
2023-02-13,Lunch,RevenueCenter_3,685.0
2023-02-13,Lunch,RevenueCenter_4,0.0
2023-02-13,Lunch,RevenueCenter_5,1136.0
2023-02-13,Lunch,RevenueCenter_6,210.0
2023-02-13,Lunch,RevenueCenter_7,0.0
2023-02-13,Lunch,RevenueCenter_8,10080.0
2023-02-13,Lunch,RevenueCenter_9,20.0
2023-02-14,BreakFast,RevenueCenter_1,340.4
2023-02-14,BreakFast,RevenueCenter_2,621.0
2023-02-14,BreakFast,RevenueCenter_3,53.0
2023-02-14,BreakFast,RevenueCenter_4,0.0
2023-02-14,BreakFast,RevenueCenter_5,16850.0
2023-02-14,BreakFast,RevenueCenter_6,85.0
2023-02-14,BreakFast,RevenueCenter_7,54.0
2023-02-14,BreakFast,RevenueCenter_8,0.0
2023-02-14,BreakFast,RevenueCenter_9,155.0
2023-02-14,Dinner,RevenueCenter_1,4156.0
2023-02-14,Dinner,RevenueCenter_2,165.0
2023-02-14,Dinner,RevenueCenter_3,9437.5
2023-02-14,Dinner,RevenueCenter_4,0.0
2023-02-14,Dinner,RevenueCenter_5,23947.08
2023-02-14,Dinner,RevenueCenter_6,1050.0
2023-02-14,Dinner,RevenueCenter_7,22.0
2023-02-14,Dinner,RevenueCenter_8,9750.0
2023-02-14,Dinner,RevenueCenter_9,0.0
2023-02-14,Lunch,RevenueCenter_1,526.0
2023-02-14,Lunch,RevenueCenter_2,254.0
2023-02-14,Lunch,RevenueCenter_3,1150.0
2023-02-14,Lunch,RevenueCenter_4,0.0
2023-02-14,Lunch,RevenueCenter_5,1570.0
2023-02-14,Lunch,RevenueCenter_6,438.0
2023-02-14,Lunch,RevenueCenter_7,74.0
2023-02-14,Lunch,RevenueCenter_8,10080.0
2023-02-14,Lunch,RevenueCenter_9,335.0
2023-02-15,BreakFast,RevenueCenter_1,432.0
2023-02-15,BreakFast,RevenueCenter_2,290.0
2023-02-15,BreakFast,RevenueCenter_3,155.25
2023-02-15,BreakFast,RevenueCenter_4,0.0
2023-02-15,BreakFast,RevenueCenter_5,19403.0
2023-02-15,BreakFast,RevenueCenter_6,369.0
2023-02-15,BreakFast,RevenueCenter_7,0.0
2023-02-15,BreakFast,RevenueCenter_8,0.0
2023-02-15,BreakFast,RevenueCenter_9,275.0
2023-02-15,Dinner,RevenueCenter_1,2181.0
2023-02-15,Dinner,RevenueCenter_2,173.5
2023-02-15,Dinner,RevenueCenter_3,10877.45
2023-02-15,Dinner,RevenueCenter_4,0.0
2023-02-15,Dinner,RevenueCenter_5,1695.0
2023-02-15,Dinner,RevenueCenter_6,472.5
2023-02-15,Dinner,RevenueCenter_7,41.0
2023-02-15,Dinner,RevenueCenter_8,0.0
2023-02-15,Dinner,RevenueCenter_9,35.0
2023-02-15,Lunch,RevenueCenter_1,1566.0
2023-02-15,Lunch,RevenueCenter_2,1063.0
2023-02-15,Lunch,RevenueCenter_3,1065.0
2023-02-15,Lunch,RevenueCenter_4,0.0
2023-02-15,Lunch,RevenueCenter_5,640.0
2023-02-15,Lunch,RevenueCenter_6,483.0
2023-02-15,Lunch,RevenueCenter_7,0.0
2023-02-15,Lunch,RevenueCenter_8,20000.0
2023-02-15,Lunch,RevenueCenter_9,110.0
2023-02-16,BreakFast,RevenueCenter_1,1215.0
2023-02-16,BreakFast,RevenueCenter_2,411.5
2023-02-16,BreakFast,RevenueCenter_3,35.0
2023-02-16,BreakFast,RevenueCenter_4,0.0
2023-02-16,BreakFast,RevenueCenter_5,19452.0
2023-02-16,BreakFast,RevenueCenter_6,80.0
2023-02-16,BreakFast,RevenueCenter_7,71.0
2023-02-16,BreakFast,RevenueCenter_8,0.0
2023-02-16,BreakFast,RevenueCenter_9,135.0
2023-02-16,Dinner,RevenueCenter_1,3598.5
2023-02-16,Dinner,RevenueCenter_2,512.0
2023-02-16,Dinner,RevenueCenter_3,11871.0
2023-02-16,Dinner,RevenueCenter_4,0.0
2023-02-16,Dinner,RevenueCenter_5,830.0
2023-02-16,Dinner,RevenueCenter_6,442.0
2023-02-16,Dinner,RevenueCenter_7,0.0
2023-02-16,Dinner,RevenueCenter_8,6460.0
2023-02-16,Dinner,RevenueCenter_9,0.0
2023-02-16,Lunch,RevenueCenter_1,1259.0
2023-02-16,Lunch,RevenueCenter_2,584.5
2023-02-16,Lunch,RevenueCenter_3,1046.0
2023-02-16,Lunch,RevenueCenter_4,0.0
2023-02-16,Lunch,RevenueCenter_5,428.5
2023-02-16,Lunch,RevenueCenter_6,131.0
2023-02-16,Lunch,RevenueCenter_7,0.0
2023-02-16,Lunch,RevenueCenter_8,0.0
2023-02-16,Lunch,RevenueCenter_9,165.0
2023-02-17,BreakFast,RevenueCenter_1,1749.5
2023-02-17,BreakFast,RevenueCenter_2,526.0
2023-02-17,BreakFast,RevenueCenter_3,1425.0
2023-02-17,BreakFast,RevenueCenter_4,0.0
2023-02-17,BreakFast,RevenueCenter_5,18313.0
2023-02-17,BreakFast,RevenueCenter_6,86.0
2023-02-17,BreakFast,RevenueCenter_7,188.0
2023-02-17,BreakFast,RevenueCenter_8,0.0
2023-02-17,BreakFast,RevenueCenter_9,20.0
2023-02-17,Dinner,RevenueCenter_1,2451.0
2023-02-17,Dinner,RevenueCenter_2,176.0
2023-02-17,Dinner,RevenueCenter_3,17790.45
2023-02-17,Dinner,RevenueCenter_4,0.0
2023-02-17,Dinner,RevenueCenter_5,11107.76
2023-02-17,Dinner,RevenueCenter_6,416.5
2023-02-17,Dinner,RevenueCenter_7,0.0
2023-02-17,Dinner,RevenueCenter_8,9575.0
2023-02-17,Dinner,RevenueCenter_9,0.0
2023-02-17,Lunch,RevenueCenter_1,689.0
2023-02-17,Lunch,RevenueCenter_2,117.0
2023-02-17,Lunch,RevenueCenter_3,1507.0
2023-02-17,Lunch,RevenueCenter_4,0.0
2023-02-17,Lunch,RevenueCenter_5,1380.0
2023-02-17,Lunch,RevenueCenter_6,728.0
2023-02-17,Lunch,RevenueCenter_7,18.0
2023-02-17,Lunch,RevenueCenter_8,0.0
2023-02-17,Lunch,RevenueCenter_9,275.0
2023-02-18,BreakFast,RevenueCenter_1,2197.4
2023-02-18,BreakFast,RevenueCenter_2,197.0
2023-02-18,BreakFast,RevenueCenter_3,200.0
2023-02-18,BreakFast,RevenueCenter_4,0.0
2023-02-18,BreakFast,RevenueCenter_5,14888.0
2023-02-18,BreakFast,RevenueCenter_6,56.0
2023-02-18,BreakFast,RevenueCenter_7,0.0
2023-02-18,BreakFast,RevenueCenter_8,0.0
2023-02-18,BreakFast,RevenueCenter_9,45.0
2023-02-18,Dinner,RevenueCenter_1,3515.0
2023-02-18,Dinner,RevenueCenter_2,464.0
2023-02-18,Dinner,RevenueCenter_3,9475.45
2023-02-18,Dinner,RevenueCenter_4,0.0
2023-02-18,Dinner,RevenueCenter_5,1086.0
2023-02-18,Dinner,RevenueCenter_6,300.5
2023-02-18,Dinner,RevenueCenter_7,79.0
2023-02-18,Dinner,RevenueCenter_8,15500.0
2023-02-18,Dinner,RevenueCenter_9,0.0
2023-02-18,Lunch,RevenueCenter_1,1026.0
2023-02-18,Lunch,RevenueCenter_2,281.0
2023-02-18,Lunch,RevenueCenter_3,2039.0
2023-02-18,Lunch,RevenueCenter_4,0.0
2023-02-18,Lunch,RevenueCenter_5,787.0
2023-02-18,Lunch,RevenueCenter_6,880.0
2023-02-18,Lunch,RevenueCenter_7,12.0
2023-02-18,Lunch,RevenueCenter_8,0.0
2023-02-18,Lunch,RevenueCenter_9,350.0
2023-02-19,BreakFast,RevenueCenter_1,1505.0
2023-02-19,BreakFast,RevenueCenter_2,233.0
2023-02-19,BreakFast,RevenueCenter_3,70.0
2023-02-19,BreakFast,RevenueCenter_4,0.0
2023-02-19,BreakFast,RevenueCenter_5,17090.0
2023-02-19,BreakFast,RevenueCenter_6,256.0
2023-02-19,BreakFast,RevenueCenter_7,0.0
2023-02-19,BreakFast,RevenueCenter_8,0.0
2023-02-19,BreakFast,RevenueCenter_9,55.0
2023-02-19,Dinner,RevenueCenter_1,4452.22
2023-02-19,Dinner,RevenueCenter_2,346.5
2023-02-19,Dinner,RevenueCenter_3,11197.5
2023-02-19,Dinner,RevenueCenter_4,0.0
2023-02-19,Dinner,RevenueCenter_5,1487.0
2023-02-19,Dinner,RevenueCenter_6,137.0
2023-02-19,Dinner,RevenueCenter_7,148.0
2023-02-19,Dinner,RevenueCenter_8,5250.0
2023-02-19,Dinner,RevenueCenter_9,0.0
2023-02-19,Lunch,RevenueCenter_1,844.0
2023-02-19,Lunch,RevenueCenter_2,349.0
2023-02-19,Lunch,RevenueCenter_3,2627.0
2023-02-19,Lunch,RevenueCenter_4,0.0
2023-02-19,Lunch,RevenueCenter_5,1061.0
2023-02-19,Lunch,RevenueCenter_6,127.0
2023-02-19,Lunch,RevenueCenter_7,0.0
2023-02-19,Lunch,RevenueCenter_8,0.0
2023-02-19,Lunch,RevenueCenter_9,155.0
2023-02-20,BreakFast,RevenueCenter_1,578.0
2023-02-20,BreakFast,RevenueCenter_2,574.0
2023-02-20,BreakFast,RevenueCenter_3,152.5
2023-02-20,BreakFast,RevenueCenter_4,0.0
2023-02-20,BreakFast,RevenueCenter_5,16477.0
2023-02-20,BreakFast,RevenueCenter_6,0.0
2023-02-20,BreakFast,RevenueCenter_7,0.0
2023-02-20,BreakFast,RevenueCenter_8,0.0
2023-02-20,BreakFast,RevenueCenter_9,0.0
2023-02-20,Dinner,RevenueCenter_1,2629.0
2023-02-20,Dinner,RevenueCenter_2,309.5
2023-02-20,Dinner,RevenueCenter_3,12545.2
2023-02-20,Dinner,RevenueCenter_4,0.0
2023-02-20,Dinner,RevenueCenter_5,1505.0
2023-02-20,Dinner,RevenueCenter_6,278.0
2023-02-20,Dinner,RevenueCenter_7,57.0
2023-02-20,Dinner,RevenueCenter_8,18510.0
2023-02-20,Dinner,RevenueCenter_9,370.0
2023-02-20,Lunch,RevenueCenter_1,908.0
2023-02-20,Lunch,RevenueCenter_2,318.0
2023-02-20,Lunch,RevenueCenter_3,1691.75
2023-02-20,Lunch,RevenueCenter_4,0.0
2023-02-20,Lunch,RevenueCenter_5,395.0
2023-02-20,Lunch,RevenueCenter_6,0.0
2023-02-20,Lunch,RevenueCenter_7,0.0
2023-02-20,Lunch,RevenueCenter_8,27025.0
2023-02-20,Lunch,RevenueCenter_9,0.0
2023-02-21,BreakFast,RevenueCenter_1,1040.0
2023-02-21,BreakFast,RevenueCenter_2,91.0
2023-02-21,BreakFast,RevenueCenter_3,414.5
2023-02-21,BreakFast,RevenueCenter_4,0.0
2023-02-21,BreakFast,RevenueCenter_5,16938.0
2023-02-21,BreakFast,RevenueCenter_6,0.0
2023-02-21,BreakFast,RevenueCenter_7,120.0
2023-02-21,BreakFast,RevenueCenter_8,6845.0
2023-02-21,BreakFast,RevenueCenter_9,0.0
2023-02-21,Dinner,RevenueCenter_1,3025.5
2023-02-21,Dinner,RevenueCenter_2,638.0
2023-02-21,Dinner,RevenueCenter_3,17937.3
2023-02-21,Dinner,RevenueCenter_4,0.0
2023-02-21,Dinner,RevenueCenter_5,2163.0
2023-02-21,Dinner,RevenueCenter_6,17764.0
2023-02-21,Dinner,RevenueCenter_7,12.0
2023-02-21,Dinner,RevenueCenter_8,29000.0
2023-02-21,Dinner,RevenueCenter_9,0.0
2023-02-21,Lunch,RevenueCenter_1,965.0
2023-02-21,Lunch,RevenueCenter_2,126.0
2023-02-21,Lunch,RevenueCenter_3,2569.5
2023-02-21,Lunch,RevenueCenter_4,0.0
2023-02-21,Lunch,RevenueCenter_5,485.0
2023-02-21,Lunch,RevenueCenter_6,271.0
2023-02-21,Lunch,RevenueCenter_7,9.0
2023-02-21,Lunch,RevenueCenter_8,2800.0
2023-02-21,Lunch,RevenueCenter_9,55.0
2023-02-22,BreakFast,RevenueCenter_1,1319.0
2023-02-22,BreakFast,RevenueCenter_2,695.0
2023-02-22,BreakFast,RevenueCenter_3,43.0
2023-02-22,BreakFast,RevenueCenter_4,0.0
2023-02-22,BreakFast,RevenueCenter_5,22794.0
2023-02-22,BreakFast,RevenueCenter_6,120.0
2023-02-22,BreakFast,RevenueCenter_7,104.0
2023-02-22,BreakFast,RevenueCenter_8,0.0
2023-02-22,BreakFast,RevenueCenter_9,0.0
2023-02-22,Dinner,RevenueCenter_1,2569.0
2023-02-22,Dinner,RevenueCenter_2,1137.0
2023-02-22,Dinner,RevenueCenter_3,15100.7
2023-02-22,Dinner,RevenueCenter_4,0.0
2023-02-22,Dinner,RevenueCenter_5,34695.0
2023-02-22,Dinner,RevenueCenter_6,39.0
2023-02-22,Dinner,RevenueCenter_7,88.0
2023-02-22,Dinner,RevenueCenter_8,26690.0
2023-02-22,Dinner,RevenueCenter_9,800.0
2023-02-22,Lunch,RevenueCenter_1,785.0
2023-02-22,Lunch,RevenueCenter_2,2647.5
2023-02-22,Lunch,RevenueCenter_3,2447.25
2023-02-22,Lunch,RevenueCenter_4,0.0
2023-02-22,Lunch,RevenueCenter_5,1688.0
2023-02-22,Lunch,RevenueCenter_6,612.0
2023-02-22,Lunch,RevenueCenter_7,0.0
2023-02-22,Lunch,RevenueCenter_8,7400.0
2023-02-22,Lunch,RevenueCenter_9,0.0
2023-02-23,BreakFast,RevenueCenter_1,766.0
2023-02-23,BreakFast,RevenueCenter_2,746.0
2023-02-23,BreakFast,RevenueCenter_3,120.0
2023-02-23,BreakFast,RevenueCenter_4,0.0
2023-02-23,BreakFast,RevenueCenter_5,17627.0
2023-02-23,BreakFast,RevenueCenter_6,404.0
2023-02-23,BreakFast,RevenueCenter_7,84.0
2023-02-23,BreakFast,RevenueCenter_8,6845.0
2023-02-23,BreakFast,RevenueCenter_9,0.0
2023-02-23,Dinner,RevenueCenter_1,2853.0
2023-02-23,Dinner,RevenueCenter_2,303.0
2023-02-23,Dinner,RevenueCenter_3,15985.4
2023-02-23,Dinner,RevenueCenter_4,0.0
2023-02-23,Dinner,RevenueCenter_5,2870.0
2023-02-23,Dinner,RevenueCenter_6,325.0
2023-02-23,Dinner,RevenueCenter_7,28.0
2023-02-23,Dinner,RevenueCenter_8,35860.0
2023-02-23,Dinner,RevenueCenter_9,0.0
2023-02-23,Lunch,RevenueCenter_1,259.0
2023-02-23,Lunch,RevenueCenter_2,172.5
2023-02-23,Lunch,RevenueCenter_3,1881.0
2023-02-23,Lunch,RevenueCenter_4,0.0
2023-02-23,Lunch,RevenueCenter_5,1235.0
2023-02-23,Lunch,RevenueCenter_6,513.0
2023-02-23,Lunch,RevenueCenter_7,0.0
2023-02-23,Lunch,RevenueCenter_8,0.0
2023-02-23,Lunch,RevenueCenter_9,265.0
2023-02-24,BreakFast,RevenueCenter_1,873.0
2023-02-24,BreakFast,RevenueCenter_2,899.0
2023-02-24,BreakFast,RevenueCenter_3,35.0
2023-02-24,BreakFast,RevenueCenter_4,0.0
2023-02-24,BreakFast,RevenueCenter_5,17211.0
2023-02-24,BreakFast,RevenueCenter_6,293.0
2023-02-24,BreakFast,RevenueCenter_7,160.0
2023-02-24,BreakFast,RevenueCenter_8,0.0
2023-02-24,BreakFast,RevenueCenter_9,35.0
2023-02-24,Dinner,RevenueCenter_1,2830.0
2023-02-24,Dinner,RevenueCenter_2,60.0
2023-02-24,Dinner,RevenueCenter_3,16917.25
2023-02-24,Dinner,RevenueCenter_4,0.0
2023-02-24,Dinner,RevenueCenter_5,19401.2
2023-02-24,Dinner,RevenueCenter_6,1619.0
2023-02-24,Dinner,RevenueCenter_7,12.0
2023-02-24,Dinner,RevenueCenter_8,20740.0
2023-02-24,Dinner,RevenueCenter_9,205.0
2023-02-24,Lunch,RevenueCenter_1,1012.0
2023-02-24,Lunch,RevenueCenter_2,244.0
2023-02-24,Lunch,RevenueCenter_3,1353.0
2023-02-24,Lunch,RevenueCenter_4,0.0
2023-02-24,Lunch,RevenueCenter_5,1255.0
2023-02-24,Lunch,RevenueCenter_6,921.5
2023-02-24,Lunch,RevenueCenter_7,75.0
2023-02-24,Lunch,RevenueCenter_8,7030.0
2023-02-24,Lunch,RevenueCenter_9,340.0
2023-02-25,BreakFast,RevenueCenter_1,798.0
2023-02-25,BreakFast,RevenueCenter_2,1116.0
2023-02-25,BreakFast,RevenueCenter_3,740.0
2023-02-25,BreakFast,RevenueCenter_4,0.0
2023-02-25,BreakFast,RevenueCenter_5,5112.0
2023-02-25,BreakFast,RevenueCenter_6,248.0
2023-02-25,BreakFast,RevenueCenter_7,46.0
2023-02-25,BreakFast,RevenueCenter_8,0.0
2023-02-25,BreakFast,RevenueCenter_9,305.0
2023-02-25,Dinner,RevenueCenter_1,4164.0
2023-02-25,Dinner,RevenueCenter_2,490.0
2023-02-25,Dinner,RevenueCenter_3,13359.4
2023-02-25,Dinner,RevenueCenter_4,0.0
2023-02-25,Dinner,RevenueCenter_5,3520.0
2023-02-25,Dinner,RevenueCenter_6,447.5
2023-02-25,Dinner,RevenueCenter_7,52.0
2023-02-25,Dinner,RevenueCenter_8,15000.0
2023-02-25,Dinner,RevenueCenter_9,330.0
2023-02-25,Lunch,RevenueCenter_1,1087.0
2023-02-25,Lunch,RevenueCenter_2,561.0
2023-02-25,Lunch,RevenueCenter_3,1023.0
2023-02-25,Lunch,RevenueCenter_4,0.0
2023-02-25,Lunch,RevenueCenter_5,400.0
2023-02-25,Lunch,RevenueCenter_6,321.5
2023-02-25,Lunch,RevenueCenter_7,0.0
2023-02-25,Lunch,RevenueCenter_8,9900.0
2023-02-25,Lunch,RevenueCenter_9,0.0
2023-02-26,BreakFast,RevenueCenter_1,1498.4
2023-02-26,BreakFast,RevenueCenter_2,247.0
2023-02-26,BreakFast,RevenueCenter_3,404.0
2023-02-26,BreakFast,RevenueCenter_4,0.0
2023-02-26,BreakFast,RevenueCenter_5,19405.0
2023-02-26,BreakFast,RevenueCenter_6,42.5
2023-02-26,BreakFast,RevenueCenter_7,66.0
2023-02-26,BreakFast,RevenueCenter_8,0.0
2023-02-26,BreakFast,RevenueCenter_9,55.0
2023-02-26,Dinner,RevenueCenter_1,2626.0
2023-02-26,Dinner,RevenueCenter_2,192.0
2023-02-26,Dinner,RevenueCenter_3,8232.0
2023-02-26,Dinner,RevenueCenter_4,0.0
2023-02-26,Dinner,RevenueCenter_5,2178.0
2023-02-26,Dinner,RevenueCenter_6,665.0
2023-02-26,Dinner,RevenueCenter_7,197.0
2023-02-26,Dinner,RevenueCenter_8,0.0
2023-02-26,Dinner,RevenueCenter_9,105.0
2023-02-26,Lunch,RevenueCenter_1,573.0
2023-02-26,Lunch,RevenueCenter_2,577.0
2023-02-26,Lunch,RevenueCenter_3,624.5
2023-02-26,Lunch,RevenueCenter_4,0.0
2023-02-26,Lunch,RevenueCenter_5,730.0
2023-02-26,Lunch,RevenueCenter_6,349.0
2023-02-26,Lunch,RevenueCenter_7,41.0
2023-02-26,Lunch,RevenueCenter_8,21100.0
2023-02-26,Lunch,RevenueCenter_9,460.0
2023-02-27,BreakFast,RevenueCenter_1,956.9
2023-02-27,BreakFast,RevenueCenter_2,401.0
2023-02-27,BreakFast,RevenueCenter_3,80.0
2023-02-27,BreakFast,RevenueCenter_4,0.0
2023-02-27,BreakFast,RevenueCenter_5,16807.0
2023-02-27,BreakFast,RevenueCenter_6,672.0
2023-02-27,BreakFast,RevenueCenter_7,0.0
2023-02-27,BreakFast,RevenueCenter_8,0.0
2023-02-27,BreakFast,RevenueCenter_9,270.0
2023-02-27,Dinner,RevenueCenter_1,1937.8
2023-02-27,Dinner,RevenueCenter_2,853.5
2023-02-27,Dinner,RevenueCenter_3,9634.5
2023-02-27,Dinner,RevenueCenter_4,0.0
2023-02-27,Dinner,RevenueCenter_5,2144.0
2023-02-27,Dinner,RevenueCenter_6,970.0
2023-02-27,Dinner,RevenueCenter_7,40.0
2023-02-27,Dinner,RevenueCenter_8,18000.0
2023-02-27,Dinner,RevenueCenter_9,0.0
2023-02-27,Lunch,RevenueCenter_1,575.0
2023-02-27,Lunch,RevenueCenter_2,353.0
2023-02-27,Lunch,RevenueCenter_3,720.0
2023-02-27,Lunch,RevenueCenter_4,0.0
2023-02-27,Lunch,RevenueCenter_5,1135.0
2023-02-27,Lunch,RevenueCenter_6,381.0
2023-02-27,Lunch,RevenueCenter_7,25.0
2023-02-27,Lunch,RevenueCenter_8,1500.0
2023-02-27,Lunch,RevenueCenter_9,415.0
2023-02-28,BreakFast,RevenueCenter_1,1214.0
2023-02-28,BreakFast,RevenueCenter_2,110.0
2023-02-28,BreakFast,RevenueCenter_3,102.5
2023-02-28,BreakFast,RevenueCenter_4,0.0
2023-02-28,BreakFast,RevenueCenter_5,16958.5
2023-02-28,BreakFast,RevenueCenter_6,558.0
2023-02-28,BreakFast,RevenueCenter_7,32.0
2023-02-28,BreakFast,RevenueCenter_8,0.0
2023-02-28,BreakFast,RevenueCenter_9,0.0
2023-02-28,Dinner,RevenueCenter_1,3393.5
2023-02-28,Dinner,RevenueCenter_2,787.0
2023-02-28,Dinner,RevenueCenter_3,7039.2
2023-02-28,Dinner,RevenueCenter_4,0.0
2023-02-28,Dinner,RevenueCenter_5,2916.0
2023-02-28,Dinner,RevenueCenter_6,1027.0
2023-02-28,Dinner,RevenueCenter_7,100.0
2023-02-28,Dinner,RevenueCenter_8,4730.0
2023-02-28,Dinner,RevenueCenter_9,0.0
2023-02-28,Lunch,RevenueCenter_1,523.0
2023-02-28,Lunch,RevenueCenter_2,796.0
2023-02-28,Lunch,RevenueCenter_3,972.75
2023-02-28,Lunch,RevenueCenter_4,0.0
2023-02-28,Lunch,RevenueCenter_5,1542.0
2023-02-28,Lunch,RevenueCenter_6,1062.0
2023-02-28,Lunch,RevenueCenter_7,70.0
2023-02-28,Lunch,RevenueCenter_8,4140.0
2023-02-28,Lunch,RevenueCenter_9,570.0
2023-03-01,BreakFast,RevenueCenter_1,765.0
2023-03-01,BreakFast,RevenueCenter_2,360.0
2023-03-01,BreakFast,RevenueCenter_3,245.0
2023-03-01,BreakFast,RevenueCenter_4,0.0
2023-03-01,BreakFast,RevenueCenter_5,17431.0
2023-03-01,BreakFast,RevenueCenter_6,156.0
2023-03-01,BreakFast,RevenueCenter_7,5.0
2023-03-01,BreakFast,RevenueCenter_8,0.0
2023-03-01,BreakFast,RevenueCenter_9,205.0
2023-03-01,Dinner,RevenueCenter_1,3483.0
2023-03-01,Dinner,RevenueCenter_2,175.0
2023-03-01,Dinner,RevenueCenter_3,11212.3
2023-03-01,Dinner,RevenueCenter_4,0.0
2023-03-01,Dinner,RevenueCenter_5,3387.0
2023-03-01,Dinner,RevenueCenter_6,40.0
2023-03-01,Dinner,RevenueCenter_7,200.0
2023-03-01,Dinner,RevenueCenter_8,23850.0
2023-03-01,Dinner,RevenueCenter_9,0.0
2023-03-01,Lunch,RevenueCenter_1,451.0
2023-03-01,Lunch,RevenueCenter_2,110.0
2023-03-01,Lunch,RevenueCenter_3,2601.5
2023-03-01,Lunch,RevenueCenter_4,0.0
2023-03-01,Lunch,RevenueCenter_5,1505.0
2023-03-01,Lunch,RevenueCenter_6,361.0
2023-03-01,Lunch,RevenueCenter_7,0.0
2023-03-01,Lunch,RevenueCenter_8,0.0
2023-03-01,Lunch,RevenueCenter_9,415.0
2023-03-02,BreakFast,RevenueCenter_1,88.0
2023-03-02,BreakFast,RevenueCenter_2,706.5
2023-03-02,BreakFast,RevenueCenter_3,209.0
2023-03-02,BreakFast,RevenueCenter_4,0.0
2023-03-02,BreakFast,RevenueCenter_5,18635.0
2023-03-02,BreakFast,RevenueCenter_6,203.0
2023-03-02,BreakFast,RevenueCenter_7,61.0
2023-03-02,BreakFast,RevenueCenter_8,0.0
2023-03-02,BreakFast,RevenueCenter_9,310.0
2023-03-02,Dinner,RevenueCenter_1,2094.0
2023-03-02,Dinner,RevenueCenter_2,240.0
2023-03-02,Dinner,RevenueCenter_3,12284.6
2023-03-02,Dinner,RevenueCenter_4,0.0
2023-03-02,Dinner,RevenueCenter_5,2690.0
2023-03-02,Dinner,RevenueCenter_6,1126.0
2023-03-02,Dinner,RevenueCenter_7,87.0
2023-03-02,Dinner,RevenueCenter_8,14150.0
2023-03-02,Dinner,RevenueCenter_9,0.0
2023-03-02,Lunch,RevenueCenter_1,381.0
2023-03-02,Lunch,RevenueCenter_2,617.0
2023-03-02,Lunch,RevenueCenter_3,1678.0
2023-03-02,Lunch,RevenueCenter_4,0.0
2023-03-02,Lunch,RevenueCenter_5,1302.0
2023-03-02,Lunch,RevenueCenter_6,438.0
2023-03-02,Lunch,RevenueCenter_7,102.0
2023-03-02,Lunch,RevenueCenter_8,0.0
2023-03-02,Lunch,RevenueCenter_9,285.0
2023-03-03,BreakFast,RevenueCenter_1,50.0
2023-03-03,BreakFast,RevenueCenter_2,716.0
2023-03-03,BreakFast,RevenueCenter_3,1206.0
2023-03-03,BreakFast,RevenueCenter_4,0.0
2023-03-03,BreakFast,RevenueCenter_5,18402.0
2023-03-03,BreakFast,RevenueCenter_6,117.0
2023-03-03,BreakFast,RevenueCenter_7,123.0
2023-03-03,BreakFast,RevenueCenter_8,0.0
2023-03-03,BreakFast,RevenueCenter_9,100.0
2023-03-03,Dinner,RevenueCenter_1,2592.0
2023-03-03,Dinner,RevenueCenter_2,290.0
2023-03-03,Dinner,RevenueCenter_3,11900.9
2023-03-03,Dinner,RevenueCenter_4,0.0
2023-03-03,Dinner,RevenueCenter_5,15048.76
2023-03-03,Dinner,RevenueCenter_6,458.0
2023-03-03,Dinner,RevenueCenter_7,75.0
2023-03-03,Dinner,RevenueCenter_8,0.0
2023-03-03,Dinner,RevenueCenter_9,175.0
2023-03-03,Lunch,RevenueCenter_1,345.0
2023-03-03,Lunch,RevenueCenter_2,361.0
2023-03-03,Lunch,RevenueCenter_3,1911.25
2023-03-03,Lunch,RevenueCenter_4,0.0
2023-03-03,Lunch,RevenueCenter_5,260.0
2023-03-03,Lunch,RevenueCenter_6,35.0
2023-03-03,Lunch,RevenueCenter_7,16.0
2023-03-03,Lunch,RevenueCenter_8,3230.0
2023-03-03,Lunch,RevenueCenter_9,35.0
2023-03-04,BreakFast,RevenueCenter_1,275.0
2023-03-04,BreakFast,RevenueCenter_2,263.0
2023-03-04,BreakFast,RevenueCenter_3,348.0
2023-03-04,BreakFast,RevenueCenter_4,0.0
2023-03-04,BreakFast,RevenueCenter_5,19767.0
2023-03-04,BreakFast,RevenueCenter_6,344.5
2023-03-04,BreakFast,RevenueCenter_7,9.0
2023-03-04,BreakFast,RevenueCenter_8,0.0
2023-03-04,BreakFast,RevenueCenter_9,0.0
2023-03-04,Dinner,RevenueCenter_1,1927.5
2023-03-04,Dinner,RevenueCenter_2,651.0
2023-03-04,Dinner,RevenueCenter_3,8172.2
2023-03-04,Dinner,RevenueCenter_4,0.0
2023-03-04,Dinner,RevenueCenter_5,3255.0
2023-03-04,Dinner,RevenueCenter_6,776.0
2023-03-04,Dinner,RevenueCenter_7,0.0
2023-03-04,Dinner,RevenueCenter_8,0.0
2023-03-04,Dinner,RevenueCenter_9,235.0
2023-03-04,Lunch,RevenueCenter_1,674.8
2023-03-04,Lunch,RevenueCenter_2,453.0
2023-03-04,Lunch,RevenueCenter_3,1701.75
