Date,RevenueCenterName,MealPeriod,CheckTotal
2023-12-13,RevenueCenter_1,Dinner,1735.0
2023-12-13,RevenueCenter_1,Lunch,410.0
2023-12-14,RevenueCenter_1,Breakfast,563.0
2023-12-14,RevenueCenter_1,Dinner,1864.0
2023-12-14,RevenueCenter_1,Lunch,755.0
2023-12-15,RevenueCenter_1,Breakfast,211.0
2023-12-15,RevenueCenter_1,Dinner,1205.5
2023-12-15,RevenueCenter_1,Lunch,185.0
2023-12-16,RevenueCenter_1,Breakfast,340.0
2023-12-16,RevenueCenter_1,Dinner,2187.0
2023-12-16,RevenueCenter_1,Lunch,541.2416666666667
2023-12-17,RevenueCenter_1,Breakfast,582.0
2023-12-17,RevenueCenter_1,Dinner,1637.0
2023-12-17,RevenueCenter_1,Lunch,330.0
2023-12-18,RevenueCenter_1,Breakfast,469.0
2023-12-18,RevenueCenter_1,Dinner,1382.0
2023-12-18,RevenueCenter_1,Lunch,161.0
2023-12-19,RevenueCenter_1,Breakfast,123.0
2023-12-19,RevenueCenter_1,Dinner,871.0
2023-12-19,RevenueCenter_1,Lunch,677.5
2023-12-20,RevenueCenter_1,Breakfast,1468.9
2023-12-20,RevenueCenter_1,Dinner,1438.0
2023-12-20,RevenueCenter_1,Lunch,165.5
2023-12-21,RevenueCenter_1,Breakfast,548.9
2023-12-21,RevenueCenter_1,Dinner,2418.0
2023-12-21,RevenueCenter_1,Lunch,350.0
2023-12-22,RevenueCenter_1,Breakfast,469.75
2023-12-22,RevenueCenter_1,Dinner,1054.0
2023-12-22,RevenueCenter_1,Lunch,163.0
2023-12-23,RevenueCenter_1,Breakfast,736.0
2023-12-23,RevenueCenter_1,Dinner,2983.0
2023-12-23,RevenueCenter_1,Lunch,284.0
2023-12-24,RevenueCenter_1,Breakfast,2007.0
2023-12-24,RevenueCenter_1,Dinner,1835.0
2023-12-24,RevenueCenter_1,Lunch,178.0
2023-12-25,RevenueCenter_1,Breakfast,1147.0
2023-12-25,RevenueCenter_1,Dinner,1680.0
2023-12-25,RevenueCenter_1,Lunch,379.5
2023-12-26,RevenueCenter_1,Breakfast,1334.0
2023-12-26,RevenueCenter_1,Dinner,3051.0
2023-12-26,RevenueCenter_1,Lunch,1213.0
2023-12-27,RevenueCenter_1,Breakfast,1556.0
2023-12-27,RevenueCenter_1,Dinner,3009.0
2023-12-27,RevenueCenter_1,Lunch,559.0
2023-12-28,RevenueCenter_1,Breakfast,2099.0
2023-12-28,RevenueCenter_1,Dinner,3986.0
2023-12-28,RevenueCenter_1,Lunch,329.0
2023-12-29,RevenueCenter_1,Breakfast,950.0
2023-12-29,RevenueCenter_1,Dinner,2997.0
2023-12-29,RevenueCenter_1,Lunch,965.5
2023-12-30,RevenueCenter_1,Breakfast,1253.0
2023-12-30,RevenueCenter_1,Dinner,4894.0
2023-12-30,RevenueCenter_1,Lunch,2769.5
2023-12-31,RevenueCenter_1,Breakfast,1337.0
2023-12-31,RevenueCenter_1,Dinner,2321.0
2023-12-31,RevenueCenter_1,Lunch,853.0
2024-01-01,RevenueCenter_1,Breakfast,1374.0
2024-01-01,RevenueCenter_1,Dinner,8137.8
2024-01-01,RevenueCenter_1,Lunch,952.0
2024-01-02,RevenueCenter_1,Breakfast,817.8
2024-01-02,RevenueCenter_1,Dinner,8881.0
2024-01-02,RevenueCenter_1,Lunch,1561.0
2024-01-03,RevenueCenter_1,Breakfast,1533.0516666666667
2024-01-03,RevenueCenter_1,Dinner,10052.5
2024-01-03,RevenueCenter_1,Lunch,4504.0
2024-01-04,RevenueCenter_1,Breakfast,6179.8
2024-01-04,RevenueCenter_1,Dinner,5715.0
2024-01-04,RevenueCenter_1,Lunch,1248.0
2024-01-05,RevenueCenter_1,Breakfast,3023.8
2024-01-05,RevenueCenter_1,Dinner,6806.0
2024-01-05,RevenueCenter_1,Lunch,4208.0
2024-01-06,RevenueCenter_1,Breakfast,560.0
2024-01-06,RevenueCenter_1,Dinner,3786.0
2024-01-06,RevenueCenter_1,Lunch,897.0
2024-01-07,RevenueCenter_1,Breakfast,1309.8
2024-01-07,RevenueCenter_1,Dinner,6300.0
2024-01-07,RevenueCenter_1,Lunch,2075.0
2024-01-08,RevenueCenter_1,Breakfast,1890.0
2024-01-08,RevenueCenter_1,Dinner,2880.0
2024-01-08,RevenueCenter_1,Lunch,1311.0
2024-01-09,RevenueCenter_1,Breakfast,1910.0
2024-01-09,RevenueCenter_1,Dinner,4840.8
2024-01-09,RevenueCenter_1,Lunch,1014.0
2024-01-10,RevenueCenter_1,Breakfast,1472.0
2024-01-10,RevenueCenter_1,Dinner,3736.0
2024-01-10,RevenueCenter_1,Lunch,1818.0
2024-01-11,RevenueCenter_1,Breakfast,565.8
2024-01-11,RevenueCenter_1,Dinner,3383.0
2024-01-11,RevenueCenter_1,Lunch,310.0
2024-01-12,RevenueCenter_1,Breakfast,2750.8
2024-01-12,RevenueCenter_1,Dinner,4668.0
2024-01-12,RevenueCenter_1,Lunch,1672.0
2024-01-13,RevenueCenter_1,Breakfast,1696.0
2024-01-13,RevenueCenter_1,Dinner,7346.0
2024-01-13,RevenueCenter_1,Lunch,650.0
2024-01-14,RevenueCenter_1,Breakfast,982.8
2024-01-14,RevenueCenter_1,Dinner,6172.0
2024-01-14,RevenueCenter_1,Lunch,980.0
2024-01-15,RevenueCenter_1,Breakfast,3110.0
2024-01-15,RevenueCenter_1,Dinner,6786.0
2024-01-15,RevenueCenter_1,Lunch,718.0
2024-01-16,RevenueCenter_1,Breakfast,1942.6
2024-01-16,RevenueCenter_1,Dinner,4328.0
2024-01-16,RevenueCenter_1,Lunch,740.0
2024-01-17,RevenueCenter_1,Breakfast,1376.8
2024-01-17,RevenueCenter_1,Dinner,3958.0
2024-01-17,RevenueCenter_1,Lunch,754.0
2024-01-18,RevenueCenter_1,Breakfast,3904.0
2024-01-18,RevenueCenter_1,Dinner,5593.0
2024-01-18,RevenueCenter_1,Lunch,1572.0
2024-01-19,RevenueCenter_1,Breakfast,3618.6
2024-01-19,RevenueCenter_1,Dinner,6288.0
2024-01-19,RevenueCenter_1,Lunch,1340.0
2024-01-20,RevenueCenter_1,Breakfast,2518.0
2024-01-20,RevenueCenter_1,Dinner,5560.0
2024-01-20,RevenueCenter_1,Lunch,1145.0
2024-01-21,RevenueCenter_1,Breakfast,8210.8
2024-01-21,RevenueCenter_1,Dinner,3454.0
2024-01-21,RevenueCenter_1,Lunch,560.0
2024-01-22,RevenueCenter_1,Breakfast,1492.0
2024-01-22,RevenueCenter_1,Dinner,4199.0
2024-01-22,RevenueCenter_1,Lunch,560.0
2024-01-23,RevenueCenter_1,Breakfast,1062.0
2024-01-23,RevenueCenter_1,Dinner,7168.0
2024-01-23,RevenueCenter_1,Lunch,864.0
2024-01-24,RevenueCenter_1,Breakfast,1148.0
2024-01-24,RevenueCenter_1,Dinner,3490.0
2024-01-24,RevenueCenter_1,Lunch,1212.0
2024-01-25,RevenueCenter_1,Breakfast,914.0
2024-01-25,RevenueCenter_1,Dinner,7116.0
2024-01-25,RevenueCenter_1,Lunch,2202.0
2024-01-26,RevenueCenter_1,Breakfast,2466.0
2024-01-26,RevenueCenter_1,Dinner,6548.0
2024-01-26,RevenueCenter_1,Lunch,2912.0
2024-01-27,RevenueCenter_1,Breakfast,2586.8
2024-01-27,RevenueCenter_1,Dinner,4300.0
2024-01-27,RevenueCenter_1,Lunch,2686.0
2024-01-28,RevenueCenter_1,Breakfast,1639.6
2024-01-28,RevenueCenter_1,Dinner,6378.0
2024-01-28,RevenueCenter_1,Lunch,2600.0
2024-01-29,RevenueCenter_1,Breakfast,2079.6
2024-01-29,RevenueCenter_1,Dinner,6710.0
2024-01-29,RevenueCenter_1,Lunch,2188.0
2024-01-30,RevenueCenter_1,Breakfast,1232.0
2024-01-30,RevenueCenter_1,Dinner,4523.0
2024-01-30,RevenueCenter_1,Lunch,2206.0
2024-01-31,RevenueCenter_1,Breakfast,1390.0
2024-01-31,RevenueCenter_1,Dinner,3990.0
2024-01-31,RevenueCenter_1,Lunch,1710.0
2024-02-01,RevenueCenter_1,Breakfast,1426.0
2024-02-01,RevenueCenter_1,Dinner,5762.0
2024-02-01,RevenueCenter_1,Lunch,682.0
2024-02-02,RevenueCenter_1,Breakfast,2318.0
2024-02-02,RevenueCenter_1,Dinner,3146.0
2024-02-02,RevenueCenter_1,Lunch,1195.0
2024-02-03,RevenueCenter_1,Breakfast,3036.0
2024-02-03,RevenueCenter_1,Dinner,6758.0
2024-02-03,RevenueCenter_1,Lunch,1575.0
2024-02-04,RevenueCenter_1,Breakfast,3078.0
2024-02-04,RevenueCenter_1,Dinner,3494.0
2024-02-04,RevenueCenter_1,Lunch,3706.0
2024-02-05,RevenueCenter_1,Breakfast,3010.0
2024-02-05,RevenueCenter_1,Dinner,4164.0
2024-02-05,RevenueCenter_1,Lunch,1262.0
2024-02-06,RevenueCenter_1,Breakfast,1474.0
2024-02-06,RevenueCenter_1,Dinner,5271.0
2024-02-06,RevenueCenter_1,Lunch,1912.0
2024-02-07,RevenueCenter_1,Breakfast,2194.0
2024-02-07,RevenueCenter_1,Dinner,3118.0
2024-02-07,RevenueCenter_1,Lunch,244.0
2024-02-08,RevenueCenter_1,Breakfast,1868.0
2024-02-08,RevenueCenter_1,Dinner,3542.0
2024-02-08,RevenueCenter_1,Lunch,2340.0
2024-02-09,RevenueCenter_1,Breakfast,3392.0
2024-02-09,RevenueCenter_1,Dinner,3116.0
2024-02-09,RevenueCenter_1,Lunch,804.0
2024-02-10,RevenueCenter_1,Breakfast,2734.8
2024-02-10,RevenueCenter_1,Dinner,4285.0
2024-02-10,RevenueCenter_1,Lunch,2752.0
2024-02-11,RevenueCenter_1,Breakfast,3592.0
2024-02-11,RevenueCenter_1,Dinner,7394.0
2024-02-11,RevenueCenter_1,Lunch,2220.0
2024-02-12,RevenueCenter_1,Breakfast,3136.0
2024-02-12,RevenueCenter_1,Dinner,6475.0
2024-02-12,RevenueCenter_1,Lunch,2950.0
2024-02-13,RevenueCenter_1,Breakfast,2788.0
2024-02-13,RevenueCenter_1,Dinner,5889.8
2024-02-13,RevenueCenter_1,Lunch,1886.0
2024-02-14,RevenueCenter_1,Breakfast,2528.0
2024-02-14,RevenueCenter_1,Dinner,5656.0
2024-02-14,RevenueCenter_1,Lunch,1694.0
2024-02-15,RevenueCenter_1,Breakfast,2432.0
2024-02-15,RevenueCenter_1,Dinner,5850.5
2024-02-15,RevenueCenter_1,Lunch,2900.0
2024-02-16,RevenueCenter_1,Breakfast,2570.8
2024-02-16,RevenueCenter_1,Dinner,4071.0
2024-02-16,RevenueCenter_1,Lunch,178.5
2024-02-17,RevenueCenter_1,Breakfast,2750.0
2024-02-17,RevenueCenter_1,Dinner,6324.0
2024-02-17,RevenueCenter_1,Lunch,2108.0
2024-02-18,RevenueCenter_1,Breakfast,1366.0
2024-02-18,RevenueCenter_1,Dinner,5958.0
2024-02-18,RevenueCenter_1,Lunch,544.0
2024-02-19,RevenueCenter_1,Breakfast,2076.0
2024-02-19,RevenueCenter_1,Dinner,2814.0
2024-02-19,RevenueCenter_1,Lunch,1514.0
2024-02-20,RevenueCenter_1,Breakfast,1826.0
2024-02-20,RevenueCenter_1,Dinner,3894.0
2024-02-20,RevenueCenter_1,Lunch,80.0
2024-02-21,RevenueCenter_1,Breakfast,2060.0
2024-02-21,RevenueCenter_1,Dinner,2820.0
2024-02-21,RevenueCenter_1,Lunch,584.0
2024-02-22,RevenueCenter_1,Breakfast,3184.0
2024-02-22,RevenueCenter_1,Dinner,3876.0
2024-02-22,RevenueCenter_1,Lunch,3398.0
2024-02-23,RevenueCenter_1,Breakfast,834.0
2024-02-23,RevenueCenter_1,Dinner,7380.0
2024-02-23,RevenueCenter_1,Lunch,1757.5
2024-02-24,RevenueCenter_1,Breakfast,4318.0
2024-02-24,RevenueCenter_1,Dinner,3912.0
2024-02-24,RevenueCenter_1,Lunch,1220.0
2024-02-25,RevenueCenter_1,Breakfast,1754.0
2024-02-25,RevenueCenter_1,Dinner,6188.0
2024-02-25,RevenueCenter_1,Lunch,1724.0
2024-02-26,RevenueCenter_1,Breakfast,3608.0
2024-02-26,RevenueCenter_1,Dinner,6684.0
2024-02-26,RevenueCenter_1,Lunch,728.0
2024-02-27,RevenueCenter_1,Breakfast,3282.8
2024-02-27,RevenueCenter_1,Dinner,4570.0
2024-02-27,RevenueCenter_1,Lunch,3801.8
2024-02-28,RevenueCenter_1,Breakfast,781.0
2024-02-28,RevenueCenter_1,Dinner,3925.0
2024-02-28,RevenueCenter_1,Lunch,2582.0
2024-02-29,RevenueCenter_1,Breakfast,1036.0
2024-02-29,RevenueCenter_1,Dinner,6725.0
2024-02-29,RevenueCenter_1,Lunch,220.0
2024-03-01,RevenueCenter_1,Breakfast,2372.0
2024-03-01,RevenueCenter_1,Dinner,6476.0
2024-03-01,RevenueCenter_1,Lunch,1767.0
2024-03-02,RevenueCenter_1,Breakfast,1944.0
2024-03-02,RevenueCenter_1,Dinner,9657.0
2024-03-02,RevenueCenter_1,Lunch,3482.0
2024-03-03,RevenueCenter_1,Breakfast,7984.0
2024-03-03,RevenueCenter_1,Dinner,5489.0
2024-03-03,RevenueCenter_1,Lunch,3586.0
2024-03-04,RevenueCenter_1,Breakfast,1274.0
2024-03-04,RevenueCenter_1,Dinner,6845.2
2024-03-04,RevenueCenter_1,Lunch,1164.0
2024-03-05,RevenueCenter_1,Breakfast,1639.8
2024-03-05,RevenueCenter_1,Dinner,5979.0
2024-03-05,RevenueCenter_1,Lunch,1768.0
2024-03-06,RevenueCenter_1,Breakfast,3105.8
2024-03-06,RevenueCenter_1,Dinner,4192.0
2024-03-06,RevenueCenter_1,Lunch,1235.0
2024-03-07,RevenueCenter_1,Breakfast,1212.0
2024-03-07,RevenueCenter_1,Dinner,4734.0
2024-03-07,RevenueCenter_1,Lunch,1050.0
2024-03-08,RevenueCenter_1,Breakfast,1842.0
2024-03-08,RevenueCenter_1,Dinner,1928.0
2024-03-08,RevenueCenter_1,Lunch,750.0
2024-03-09,RevenueCenter_1,Breakfast,3132.0
2024-03-09,RevenueCenter_1,Dinner,4824.0
2024-03-09,RevenueCenter_1,Lunch,472.0
2024-03-10,RevenueCenter_1,Breakfast,713.8
2024-03-10,RevenueCenter_1,Dinner,3636.0
2024-03-10,RevenueCenter_1,Lunch,80.0
2024-03-11,RevenueCenter_1,Breakfast,426.0
2024-03-11,RevenueCenter_1,Dinner,3670.0
2024-03-11,RevenueCenter_1,Lunch,890.0
2024-03-12,RevenueCenter_1,Breakfast,1604.0
2024-03-12,RevenueCenter_1,Dinner,2743.0
2024-03-12,RevenueCenter_1,Lunch,1600.0
2024-03-13,RevenueCenter_1,Breakfast,752.8
2024-03-13,RevenueCenter_1,Dinner,1728.0
2024-03-13,RevenueCenter_1,Lunch,420.0
2024-03-14,RevenueCenter_1,Breakfast,854.0
2024-03-14,RevenueCenter_1,Dinner,2696.0
2024-03-14,RevenueCenter_1,Lunch,670.0
2024-03-15,RevenueCenter_1,Breakfast,1060.0
2024-03-15,RevenueCenter_1,Dinner,3346.0
2024-03-15,RevenueCenter_1,Lunch,610.0
2024-03-16,RevenueCenter_1,Breakfast,1599.0
2024-03-16,RevenueCenter_1,Dinner,3208.0
2024-03-16,RevenueCenter_1,Lunch,540.0
2024-03-17,RevenueCenter_1,Breakfast,718.0
2024-03-17,RevenueCenter_1,Dinner,880.0
2024-03-17,RevenueCenter_1,Lunch,360.0
2024-03-18,RevenueCenter_1,Breakfast,2584.0
2024-03-18,RevenueCenter_1,Dinner,1419.0
2024-03-18,RevenueCenter_1,Lunch,270.0
2024-03-19,RevenueCenter_1,Breakfast,3060.0
2024-03-19,RevenueCenter_1,Dinner,914.0
2024-03-19,RevenueCenter_1,Lunch,1713.0
2024-03-20,RevenueCenter_1,Breakfast,2742.0
2024-03-20,RevenueCenter_1,Dinner,2810.0
2024-03-20,RevenueCenter_1,Lunch,370.0
2024-03-21,RevenueCenter_1,Breakfast,4150.0
2024-03-21,RevenueCenter_1,Dinner,1868.0
2024-03-21,RevenueCenter_1,Lunch,450.0
2024-03-22,RevenueCenter_1,Breakfast,416.0
2024-03-22,RevenueCenter_1,Dinner,1442.0
2024-03-22,RevenueCenter_1,Lunch,210.0
2024-03-23,RevenueCenter_1,Breakfast,87.0
2024-03-23,RevenueCenter_1,Dinner,891.5
2024-03-23,RevenueCenter_1,Lunch,445.0
2024-03-24,RevenueCenter_1,Breakfast,440.0
2024-03-24,RevenueCenter_1,Dinner,738.0
2024-03-24,RevenueCenter_1,Lunch,108.75
2024-03-25,RevenueCenter_1,Breakfast,155.0
2024-03-25,RevenueCenter_1,Dinner,917.0
2024-03-25,RevenueCenter_1,Lunch,277.0
2024-03-26,RevenueCenter_1,Breakfast,340.5
2024-03-26,RevenueCenter_1,Dinner,1152.0
2024-03-26,RevenueCenter_1,Lunch,132.0
2024-03-27,RevenueCenter_1,Breakfast,251.0
2024-03-27,RevenueCenter_1,Dinner,1647.0
2024-03-27,RevenueCenter_1,Lunch,1392.0
2024-03-28,RevenueCenter_1,Breakfast,66.0
2024-03-28,RevenueCenter_1,Dinner,1296.0
2024-03-28,RevenueCenter_1,Lunch,477.0
2024-03-29,RevenueCenter_1,Breakfast,1021.0
2024-03-29,RevenueCenter_1,Dinner,710.0
2024-03-29,RevenueCenter_1,Lunch,842.0
2024-03-30,RevenueCenter_1,Breakfast,631.0
2024-03-30,RevenueCenter_1,Dinner,1101.0
2024-03-30,RevenueCenter_1,Lunch,477.0
2024-03-31,RevenueCenter_1,Breakfast,607.0
2024-03-31,RevenueCenter_1,Dinner,1257.0
2024-03-31,RevenueCenter_1,Lunch,248.0
2024-04-01,RevenueCenter_1,Breakfast,920.8583333333333
2024-04-01,RevenueCenter_1,Dinner,733.0
2024-04-01,RevenueCenter_1,Lunch,350.0
2024-04-02,RevenueCenter_1,Breakfast,643.0
2024-04-02,RevenueCenter_1,Dinner,1610.0
2024-04-02,RevenueCenter_1,Lunch,231.0
2024-04-03,RevenueCenter_1,Breakfast,374.0
2024-04-03,RevenueCenter_1,Dinner,1957.0
2024-04-03,RevenueCenter_1,Lunch,394.0
2024-04-04,RevenueCenter_1,Breakfast,469.0
2024-04-04,RevenueCenter_1,Dinner,2338.25
2024-04-04,RevenueCenter_1,Lunch,928.0
2024-04-05,RevenueCenter_1,Breakfast,701.0
2024-04-05,RevenueCenter_1,Dinner,1877.5
2024-04-05,RevenueCenter_1,Lunch,441.84833333333336
2024-04-06,RevenueCenter_1,Breakfast,875.0
2024-04-06,RevenueCenter_1,Dinner,771.0
2024-04-06,RevenueCenter_1,Lunch,389.2
2024-04-07,RevenueCenter_1,Breakfast,932.0
2024-04-07,RevenueCenter_1,Dinner,1663.0
2024-04-07,RevenueCenter_1,Lunch,120.0
2024-04-08,RevenueCenter_1,Breakfast,110.0
2024-04-08,RevenueCenter_1,Dinner,2069.0
2024-04-08,RevenueCenter_1,Lunch,80.0
2024-04-09,RevenueCenter_1,Breakfast,866.0
2024-04-09,RevenueCenter_1,Dinner,1299.0
2024-04-09,RevenueCenter_1,Lunch,195.0
2024-04-10,RevenueCenter_1,Breakfast,1308.25
2024-04-10,RevenueCenter_1,Dinner,1383.0
2024-04-10,RevenueCenter_1,Lunch,562.0
2024-04-11,RevenueCenter_1,Breakfast,1357.0
2024-04-11,RevenueCenter_1,Dinner,3015.0
2024-04-11,RevenueCenter_1,Lunch,454.0
2024-04-12,RevenueCenter_1,Breakfast,937.0
2024-04-12,RevenueCenter_1,Dinner,2756.5
2024-04-12,RevenueCenter_1,Lunch,510.7066666666667
2024-04-13,RevenueCenter_1,Breakfast,1245.0
2024-04-13,RevenueCenter_1,Dinner,1913.0
2024-04-13,RevenueCenter_1,Lunch,315.0
2024-04-14,RevenueCenter_1,Breakfast,153.0
2024-04-14,RevenueCenter_1,Dinner,1903.0
2024-04-14,RevenueCenter_1,Lunch,216.5
2024-04-15,RevenueCenter_1,Breakfast,387.0
2024-04-15,RevenueCenter_1,Dinner,2630.2
2024-04-15,RevenueCenter_1,Lunch,1067.5
2024-04-16,RevenueCenter_1,Breakfast,930.3
2024-04-16,RevenueCenter_1,Dinner,7878.1
2024-04-16,RevenueCenter_1,Lunch,583.0
2024-04-17,RevenueCenter_1,Breakfast,748.0
2024-04-17,RevenueCenter_1,Dinner,2320.0
2024-04-17,RevenueCenter_1,Lunch,878.0
2024-04-18,RevenueCenter_1,Breakfast,979.3
2024-04-18,RevenueCenter_1,Dinner,3853.0
2024-04-18,RevenueCenter_1,Lunch,417.5
2024-04-19,RevenueCenter_1,Breakfast,1437.5
2024-04-19,RevenueCenter_1,Dinner,3481.5
2024-04-19,RevenueCenter_1,Lunch,1016.0
2024-04-20,RevenueCenter_1,Breakfast,1119.0
2024-04-20,RevenueCenter_1,Dinner,1782.7
2024-04-20,RevenueCenter_1,Lunch,173.0
2024-04-21,RevenueCenter_1,Breakfast,608.5
2024-04-21,RevenueCenter_1,Dinner,4640.4
2024-04-21,RevenueCenter_1,Lunch,324.0
2024-04-22,RevenueCenter_1,Breakfast,335.0
2024-04-22,RevenueCenter_1,Dinner,2032.9
2024-04-22,RevenueCenter_1,Lunch,809.5
2024-04-23,RevenueCenter_1,Breakfast,456.7
2024-04-23,RevenueCenter_1,Dinner,3090.5
2024-04-23,RevenueCenter_1,Lunch,737.5
2024-04-24,RevenueCenter_1,Breakfast,421.0
2024-04-24,RevenueCenter_1,Dinner,2461.5
2024-04-24,RevenueCenter_1,Lunch,691.0
2024-04-25,RevenueCenter_1,Breakfast,631.0
2024-04-25,RevenueCenter_1,Dinner,4597.9
2024-04-25,RevenueCenter_1,Lunch,1121.5
2024-04-26,RevenueCenter_1,Breakfast,1005.0
2024-04-26,RevenueCenter_1,Dinner,2840.0
2024-04-26,RevenueCenter_1,Lunch,1224.0
2024-04-27,RevenueCenter_1,Breakfast,736.0
2024-04-27,RevenueCenter_1,Dinner,3199.0
2024-04-27,RevenueCenter_1,Lunch,543.4
2024-04-28,RevenueCenter_1,Breakfast,863.0
2024-04-28,RevenueCenter_1,Dinner,2368.0
2024-04-28,RevenueCenter_1,Lunch,1567.0
2024-04-29,RevenueCenter_1,Breakfast,1064.7
2024-04-29,RevenueCenter_1,Dinner,2149.5
2024-04-29,RevenueCenter_1,Lunch,366.0
2024-04-30,RevenueCenter_1,Breakfast,566.0
2024-04-30,RevenueCenter_1,Dinner,2503.0
2024-04-30,RevenueCenter_1,Lunch,1242.0
