Date,RevenueCenterName,MealPeriod,CheckTotal
2023-06-22,RevenueCenter_1,Lunch,1073.0
2023-06-23,RevenueCenter_1,Breakfast,530.0
2023-06-23,RevenueCenter_1,Dinner,1375.5
2023-06-23,RevenueCenter_1,Lunch,919.0
2023-06-24,RevenueCenter_1,Breakfast,995.0
2023-06-24,RevenueCenter_1,Dinner,1596.0
2023-06-24,RevenueCenter_1,Lunch,949.0
2023-06-25,RevenueCenter_1,Breakfast,1066.0
2023-06-25,RevenueCenter_1,Dinner,2123.0
2023-06-25,RevenueCenter_1,Lunch,565.0
2023-06-26,RevenueCenter_1,Breakfast,716.0
2023-06-26,RevenueCenter_1,Dinner,3030.7
2023-06-26,RevenueCenter_1,Lunch,1049.0
2023-06-27,RevenueCenter_1,Breakfast,812.0
2023-06-27,RevenueCenter_1,Dinner,1130.0
2023-06-27,RevenueCenter_1,Lunch,499.0
2023-06-28,RevenueCenter_1,Breakfast,1648.0
2023-06-28,RevenueCenter_1,Dinner,2160.0
2023-06-28,RevenueCenter_1,Lunch,921.0
2023-06-29,RevenueCenter_1,Breakfast,1373.0
2023-06-29,RevenueCenter_1,Dinner,3887.5
2023-06-29,RevenueCenter_1,Lunch,880.0
2023-06-30,RevenueCenter_1,Breakfast,1935.0
2023-06-30,RevenueCenter_1,Dinner,2915.0
2023-06-30,RevenueCenter_1,Lunch,379.0
2023-07-01,RevenueCenter_1,Breakfast,448.0
2023-07-01,RevenueCenter_1,Dinner,2619.0
2023-07-01,RevenueCenter_1,Lunch,1214.0
2023-07-02,RevenueCenter_1,Breakfast,619.0
2023-07-02,RevenueCenter_1,Dinner,2287.5
2023-07-02,RevenueCenter_1,Lunch,879.0
2023-07-03,RevenueCenter_1,Breakfast,1030.0
2023-07-03,RevenueCenter_1,Dinner,2781.0
2023-07-03,RevenueCenter_1,Lunch,696.0
2023-07-04,RevenueCenter_1,Breakfast,1070.0
2023-07-04,RevenueCenter_1,Dinner,2351.5
2023-07-04,RevenueCenter_1,Lunch,931.0
2023-07-05,RevenueCenter_1,Breakfast,1577.0
2023-07-05,RevenueCenter_1,Dinner,1437.5
2023-07-05,RevenueCenter_1,Lunch,818.0
2023-07-06,RevenueCenter_1,Breakfast,1531.0
2023-07-06,RevenueCenter_1,Dinner,3471.0
2023-07-06,RevenueCenter_1,Lunch,390.5
2023-07-07,RevenueCenter_1,Breakfast,1125.0
2023-07-07,RevenueCenter_1,Dinner,3995.5
2023-07-07,RevenueCenter_1,Lunch,102.0
2023-07-08,RevenueCenter_1,Breakfast,589.0
2023-07-08,RevenueCenter_1,Dinner,1420.0
2023-07-08,RevenueCenter_1,Lunch,1057.5
2023-07-09,RevenueCenter_1,Breakfast,426.0
2023-07-09,RevenueCenter_1,Dinner,1723.0
2023-07-09,RevenueCenter_1,Lunch,855.0
2023-07-10,RevenueCenter_1,Breakfast,604.0
2023-07-10,RevenueCenter_1,Dinner,1741.0
2023-07-10,RevenueCenter_1,Lunch,618.0
2023-07-11,RevenueCenter_1,Breakfast,90.0
2023-07-11,RevenueCenter_1,Dinner,2445.0
2023-07-11,RevenueCenter_1,Lunch,853.0
2023-07-12,RevenueCenter_1,Breakfast,1018.0
2023-07-12,RevenueCenter_1,Dinner,2978.0
2023-07-12,RevenueCenter_1,Lunch,290.0
2023-07-13,RevenueCenter_1,Breakfast,334.5
2023-07-13,RevenueCenter_1,Dinner,1660.0
2023-07-13,RevenueCenter_1,Lunch,745.0
2023-07-14,RevenueCenter_1,Breakfast,315.0
2023-07-14,RevenueCenter_1,Dinner,2536.0
2023-07-14,RevenueCenter_1,Lunch,764.0
2023-07-15,RevenueCenter_1,Breakfast,1271.0
2023-07-15,RevenueCenter_1,Dinner,3310.0
2023-07-15,RevenueCenter_1,Lunch,279.5
2023-07-16,RevenueCenter_1,Breakfast,644.0
2023-07-16,RevenueCenter_1,Dinner,2112.0
2023-07-16,RevenueCenter_1,Lunch,217.0
2023-07-17,RevenueCenter_1,Breakfast,773.0
2023-07-17,RevenueCenter_1,Dinner,2603.5
2023-07-17,RevenueCenter_1,Lunch,720.0
2023-07-18,RevenueCenter_1,Breakfast,204.0
2023-07-18,RevenueCenter_1,Dinner,3499.2
2023-07-18,RevenueCenter_1,Lunch,627.5
2023-07-19,RevenueCenter_1,Breakfast,136.0
2023-07-19,RevenueCenter_1,Dinner,2256.5
2023-07-19,RevenueCenter_1,Lunch,1624.0
2023-07-20,RevenueCenter_1,Breakfast,738.9
2023-07-20,RevenueCenter_1,Dinner,1422.5
2023-07-20,RevenueCenter_1,Lunch,648.0
2023-07-21,RevenueCenter_1,Breakfast,1301.9
2023-07-21,RevenueCenter_1,Dinner,2727.5
2023-07-21,RevenueCenter_1,Lunch,929.0
2023-07-22,RevenueCenter_1,Breakfast,536.5
2023-07-22,RevenueCenter_1,Dinner,1344.5
2023-07-22,RevenueCenter_1,Lunch,781.0
2023-07-23,RevenueCenter_1,Breakfast,1187.0
2023-07-23,RevenueCenter_1,Dinner,1712.0
2023-07-23,RevenueCenter_1,Lunch,1525.0
2023-07-24,RevenueCenter_1,Breakfast,172.0
2023-07-24,RevenueCenter_1,Dinner,2823.5
2023-07-24,RevenueCenter_1,Lunch,1319.0
2023-07-25,RevenueCenter_1,Breakfast,297.0
2023-07-25,RevenueCenter_1,Dinner,3460.0
2023-07-25,RevenueCenter_1,Lunch,176.0
2023-07-26,RevenueCenter_1,Breakfast,852.0
2023-07-26,RevenueCenter_1,Dinner,2206.0
2023-07-26,RevenueCenter_1,Lunch,1175.5
2023-07-27,RevenueCenter_1,Breakfast,170.0
2023-07-27,RevenueCenter_1,Dinner,2250.0
2023-07-27,RevenueCenter_1,Lunch,760.0
2023-07-28,RevenueCenter_1,Breakfast,870.4
2023-07-28,RevenueCenter_1,Dinner,2031.0
2023-07-28,RevenueCenter_1,Lunch,85.5
2023-07-29,RevenueCenter_1,Breakfast,621.0
2023-07-29,RevenueCenter_1,Dinner,1732.0
2023-07-29,RevenueCenter_1,Lunch,915.0
2023-07-30,RevenueCenter_1,Breakfast,959.0
2023-07-30,RevenueCenter_1,Dinner,1443.0
2023-07-30,RevenueCenter_1,Lunch,1241.0
2023-07-31,RevenueCenter_1,Breakfast,553.0
2023-07-31,RevenueCenter_1,Dinner,1635.5
2023-07-31,RevenueCenter_1,Lunch,1114.0
2023-08-01,RevenueCenter_1,Breakfast,749.0
2023-08-01,RevenueCenter_1,Dinner,1647.0
2023-08-01,RevenueCenter_1,Lunch,319.0
2023-08-02,RevenueCenter_1,Breakfast,520.0
2023-08-02,RevenueCenter_1,Dinner,3336.0
2023-08-02,RevenueCenter_1,Lunch,380.0
2023-08-03,RevenueCenter_1,Breakfast,392.0
2023-08-03,RevenueCenter_1,Dinner,3275.0
2023-08-03,RevenueCenter_1,Lunch,429.5
2023-08-04,RevenueCenter_1,Breakfast,305.0
2023-08-04,RevenueCenter_1,Dinner,2733.5
2023-08-04,RevenueCenter_1,Lunch,1962.0
2023-08-05,RevenueCenter_1,Breakfast,502.0
2023-08-05,RevenueCenter_1,Dinner,2337.0
2023-08-05,RevenueCenter_1,Lunch,90.0
2023-08-06,RevenueCenter_1,Breakfast,836.0
2023-08-06,RevenueCenter_1,Dinner,2405.0
2023-08-06,RevenueCenter_1,Lunch,402.0
2023-08-07,RevenueCenter_1,Breakfast,689.0
2023-08-07,RevenueCenter_1,Dinner,3158.0
2023-08-07,RevenueCenter_1,Lunch,552.0
2023-08-08,RevenueCenter_1,Breakfast,482.0
2023-08-08,RevenueCenter_1,Dinner,428.5
2023-08-08,RevenueCenter_1,Lunch,745.0
2023-08-09,RevenueCenter_1,Breakfast,1109.0
2023-08-09,RevenueCenter_1,Dinner,1140.0
2023-08-09,RevenueCenter_1,Lunch,585.0
2023-08-10,RevenueCenter_1,Breakfast,711.5
2023-08-10,RevenueCenter_1,Dinner,3287.0
2023-08-10,RevenueCenter_1,Lunch,685.0
2023-08-11,RevenueCenter_1,Breakfast,1186.0
2023-08-11,RevenueCenter_1,Dinner,3364.0
2023-08-11,RevenueCenter_1,Lunch,523.0
2023-08-12,RevenueCenter_1,Breakfast,795.0
2023-08-12,RevenueCenter_1,Dinner,3160.0
2023-08-12,RevenueCenter_1,Lunch,796.0
2023-08-13,RevenueCenter_1,Breakfast,352.0
2023-08-13,RevenueCenter_1,Dinner,2064.0
2023-08-13,RevenueCenter_1,Lunch,320.0
2023-08-14,RevenueCenter_1,Breakfast,611.0
2023-08-14,RevenueCenter_1,Dinner,3869.5
2023-08-14,RevenueCenter_1,Lunch,610.0
2023-08-15,RevenueCenter_1,Breakfast,332.0
2023-08-15,RevenueCenter_1,Dinner,1547.5
2023-08-15,RevenueCenter_1,Lunch,1300.0
2023-08-16,RevenueCenter_1,Breakfast,615.0
2023-08-16,RevenueCenter_1,Dinner,1793.0
2023-08-16,RevenueCenter_1,Lunch,667.0
2023-08-17,RevenueCenter_1,Breakfast,680.0
2023-08-17,RevenueCenter_1,Dinner,1771.0
2023-08-17,RevenueCenter_1,Lunch,915.0
2023-08-18,RevenueCenter_1,Breakfast,508.4
2023-08-18,RevenueCenter_1,Dinner,2361.0
2023-08-18,RevenueCenter_1,Lunch,575.0
2023-08-19,RevenueCenter_1,Breakfast,827.0
2023-08-19,RevenueCenter_1,Dinner,2147.0
2023-08-19,RevenueCenter_1,Lunch,615.3833333333333
2023-08-20,RevenueCenter_1,Breakfast,449.0
2023-08-20,RevenueCenter_1,Dinner,1415.0
2023-08-20,RevenueCenter_1,Lunch,160.0
2023-08-21,RevenueCenter_1,Breakfast,516.0
2023-08-21,RevenueCenter_1,Dinner,1879.0
2023-08-21,RevenueCenter_1,Lunch,939.0
2023-08-22,RevenueCenter_1,Breakfast,481.4
2023-08-22,RevenueCenter_1,Dinner,1687.0
2023-08-22,RevenueCenter_1,Lunch,135.0
2023-08-23,RevenueCenter_1,Breakfast,619.4
2023-08-23,RevenueCenter_1,Dinner,1668.4
2023-08-23,RevenueCenter_1,Lunch,505.0
2023-08-24,RevenueCenter_1,Breakfast,1158.3
2023-08-24,RevenueCenter_1,Dinner,1685.0
2023-08-24,RevenueCenter_1,Lunch,43.0
2023-08-25,RevenueCenter_1,Breakfast,477.0
2023-08-25,RevenueCenter_1,Dinner,2258.0
2023-08-25,RevenueCenter_1,Lunch,589.5
2023-08-26,RevenueCenter_1,Breakfast,437.9
2023-08-26,RevenueCenter_1,Dinner,1998.0
2023-08-26,RevenueCenter_1,Lunch,542.0
2023-08-27,RevenueCenter_1,Breakfast,798.9
2023-08-27,RevenueCenter_1,Dinner,1187.0
2023-08-27,RevenueCenter_1,Lunch,880.0
2023-08-28,RevenueCenter_1,Breakfast,494.0
2023-08-28,RevenueCenter_1,Dinner,2050.0
2023-08-28,RevenueCenter_1,Lunch,1177.0
2023-08-29,RevenueCenter_1,Breakfast,570.0
2023-08-29,RevenueCenter_1,Dinner,1908.0
2023-08-29,RevenueCenter_1,Lunch,201.0
2023-08-30,RevenueCenter_1,Breakfast,544.0
2023-08-30,RevenueCenter_1,Dinner,1390.0
2023-08-30,RevenueCenter_1,Lunch,90.0
2023-08-31,RevenueCenter_1,Breakfast,470.0
2023-08-31,RevenueCenter_1,Dinner,3875.0
2023-08-31,RevenueCenter_1,Lunch,856.0
2023-09-01,RevenueCenter_1,Breakfast,552.0
2023-09-01,RevenueCenter_1,Dinner,2913.0
2023-09-01,RevenueCenter_1,Lunch,240.0
2023-09-02,RevenueCenter_1,Breakfast,1027.0
2023-09-02,RevenueCenter_1,Dinner,3785.0
2023-09-02,RevenueCenter_1,Lunch,1377.0
2023-09-03,RevenueCenter_1,Breakfast,569.0
2023-09-03,RevenueCenter_1,Dinner,2608.0
2023-09-03,RevenueCenter_1,Lunch,205.0
2023-09-04,RevenueCenter_1,Breakfast,364.0
2023-09-04,RevenueCenter_1,Dinner,1952.0
2023-09-04,RevenueCenter_1,Lunch,360.0
2023-09-05,RevenueCenter_1,Breakfast,219.0
2023-09-05,RevenueCenter_1,Dinner,1894.5
2023-09-05,RevenueCenter_1,Lunch,122.0
2023-09-06,RevenueCenter_1,Breakfast,484.0
2023-09-06,RevenueCenter_1,Dinner,1672.0
2023-09-06,RevenueCenter_1,Lunch,180.0
2023-09-07,RevenueCenter_1,Breakfast,502.0
2023-09-07,RevenueCenter_1,Dinner,2783.0
2023-09-07,RevenueCenter_1,Lunch,355.0
2023-09-08,RevenueCenter_1,Breakfast,917.0
2023-09-08,RevenueCenter_1,Dinner,3014.5
2023-09-08,RevenueCenter_1,Lunch,495.0
2023-09-09,RevenueCenter_1,Breakfast,527.0
2023-09-09,RevenueCenter_1,Dinner,1668.0
2023-09-09,RevenueCenter_1,Lunch,267.0
2023-09-10,RevenueCenter_1,Breakfast,724.0
2023-09-10,RevenueCenter_1,Dinner,2819.0
2023-09-10,RevenueCenter_1,Lunch,445.0
2023-09-11,RevenueCenter_1,Breakfast,1720.5
2023-09-11,RevenueCenter_1,Dinner,2908.5
2023-09-11,RevenueCenter_1,Lunch,222.0
2023-09-12,RevenueCenter_1,Breakfast,1088.5
2023-09-12,RevenueCenter_1,Dinner,948.0
2023-09-12,RevenueCenter_1,Lunch,1151.0
2023-09-13,RevenueCenter_1,Breakfast,96.0
2023-09-13,RevenueCenter_1,Dinner,1775.9
2023-09-13,RevenueCenter_1,Lunch,344.0
2023-09-14,RevenueCenter_1,Breakfast,807.6
2023-09-14,RevenueCenter_1,Dinner,2986.0
2023-09-14,RevenueCenter_1,Lunch,785.0
2023-09-15,RevenueCenter_1,Breakfast,862.0
2023-09-15,RevenueCenter_1,Dinner,1240.0
2023-09-15,RevenueCenter_1,Lunch,936.0
2023-09-16,RevenueCenter_1,Breakfast,997.0
2023-09-16,RevenueCenter_1,Dinner,2307.0
2023-09-16,RevenueCenter_1,Lunch,534.0
2023-09-17,RevenueCenter_1,Breakfast,633.5
2023-09-17,RevenueCenter_1,Dinner,1788.0
2023-09-17,RevenueCenter_1,Lunch,524.0
2023-09-18,RevenueCenter_1,Breakfast,1110.0
2023-09-18,RevenueCenter_1,Dinner,2805.9
2023-09-18,RevenueCenter_1,Lunch,1120.0
2023-09-19,RevenueCenter_1,Breakfast,345.0
2023-09-19,RevenueCenter_1,Dinner,1570.0
2023-09-19,RevenueCenter_1,Lunch,975.9
2023-09-20,RevenueCenter_1,Breakfast,1576.0
2023-09-20,RevenueCenter_1,Dinner,2781.9
2023-09-20,RevenueCenter_1,Lunch,567.5
2023-09-21,RevenueCenter_1,Breakfast,168.0
2023-09-21,RevenueCenter_1,Dinner,3112.6
2023-09-21,RevenueCenter_1,Lunch,843.0
2023-09-22,RevenueCenter_1,Breakfast,640.9
2023-09-22,RevenueCenter_1,Dinner,1398.5
2023-09-22,RevenueCenter_1,Lunch,671.0
2023-09-23,RevenueCenter_1,Breakfast,2310.46
2023-09-23,RevenueCenter_1,Dinner,890.9
2023-09-23,RevenueCenter_1,Lunch,1665.0
2023-09-24,RevenueCenter_1,Breakfast,1256.0
2023-09-24,RevenueCenter_1,Dinner,1484.0
2023-09-24,RevenueCenter_1,Lunch,153.0
2023-09-25,RevenueCenter_1,Breakfast,1923.4
2023-09-25,RevenueCenter_1,Dinner,3757.0
2023-09-25,RevenueCenter_1,Lunch,584.6466666666668
2023-09-26,RevenueCenter_1,Breakfast,132.0
2023-09-26,RevenueCenter_1,Dinner,719.5
2023-09-26,RevenueCenter_1,Lunch,713.0
2023-09-27,RevenueCenter_1,Breakfast,260.0
2023-09-27,RevenueCenter_1,Dinner,1503.0
2023-09-27,RevenueCenter_1,Lunch,205.0
2023-09-28,RevenueCenter_1,Breakfast,1227.4
2023-09-28,RevenueCenter_1,Dinner,1227.5
2023-09-28,RevenueCenter_1,Lunch,411.0
2023-09-29,RevenueCenter_1,Breakfast,506.0
2023-09-29,RevenueCenter_1,Dinner,1474.0
2023-09-29,RevenueCenter_1,Lunch,765.0
2023-09-30,RevenueCenter_1,Breakfast,1058.0
2023-09-30,RevenueCenter_1,Dinner,1175.0
2023-09-30,RevenueCenter_1,Lunch,1747.0
2023-10-01,RevenueCenter_1,Breakfast,2143.0
2023-10-01,RevenueCenter_1,Dinner,1476.0
2023-10-01,RevenueCenter_1,Lunch,142.0
2023-10-02,RevenueCenter_1,Breakfast,125.0
2023-10-02,RevenueCenter_1,Dinner,1467.5
2023-10-02,RevenueCenter_1,Lunch,118.0
2023-10-03,RevenueCenter_1,Breakfast,263.0
2023-10-03,RevenueCenter_1,Dinner,1213.0
2023-10-03,RevenueCenter_1,Lunch,220.0
2023-10-04,RevenueCenter_1,Breakfast,258.0
2023-10-04,RevenueCenter_1,Dinner,1341.5
2023-10-04,RevenueCenter_1,Lunch,613.0
2023-10-05,RevenueCenter_1,Breakfast,472.0
2023-10-05,RevenueCenter_1,Dinner,1091.0
2023-10-05,RevenueCenter_1,Lunch,180.0
2023-10-06,RevenueCenter_1,Breakfast,420.0
2023-10-06,RevenueCenter_1,Dinner,687.5
2023-10-06,RevenueCenter_1,Lunch,254.0
2023-10-07,RevenueCenter_1,Breakfast,238.0
2023-10-07,RevenueCenter_1,Dinner,1768.5
2023-10-07,RevenueCenter_1,Lunch,247.0
2023-10-08,RevenueCenter_1,Breakfast,505.0
2023-10-08,RevenueCenter_1,Dinner,1441.8
2023-10-08,RevenueCenter_1,Lunch,337.0
2023-10-09,RevenueCenter_1,Breakfast,257.8
2023-10-09,RevenueCenter_1,Dinner,1926.0
2023-10-09,RevenueCenter_1,Lunch,651.0
2023-10-10,RevenueCenter_1,Breakfast,168.0
2023-10-10,RevenueCenter_1,Dinner,2178.0
2023-10-10,RevenueCenter_1,Lunch,546.0
2023-10-11,RevenueCenter_1,Breakfast,204.9
2023-10-11,RevenueCenter_1,Dinner,1070.2
2023-10-11,RevenueCenter_1,Lunch,450.0
2023-10-12,RevenueCenter_1,Breakfast,668.0
2023-10-12,RevenueCenter_1,Dinner,2031.0
2023-10-12,RevenueCenter_1,Lunch,214.0
2023-10-13,RevenueCenter_1,Breakfast,511.4
2023-10-13,RevenueCenter_1,Dinner,2852.5
2023-10-13,RevenueCenter_1,Lunch,136.0
2023-10-14,RevenueCenter_1,Breakfast,748.3
2023-10-14,RevenueCenter_1,Dinner,2634.0
2023-10-14,RevenueCenter_1,Lunch,653.5
2023-10-15,RevenueCenter_1,Breakfast,1317.3
2023-10-15,RevenueCenter_1,Dinner,3306.0
2023-10-15,RevenueCenter_1,Lunch,902.5
2023-10-16,RevenueCenter_1,Breakfast,365.3
2023-10-16,RevenueCenter_1,Dinner,4197.0
2023-10-16,RevenueCenter_1,Lunch,626.4
2023-10-17,RevenueCenter_1,Breakfast,328.0
2023-10-17,RevenueCenter_1,Dinner,3593.5
2023-10-17,RevenueCenter_1,Lunch,461.0
2023-10-18,RevenueCenter_1,Breakfast,809.0
2023-10-18,RevenueCenter_1,Dinner,3508.0
2023-10-18,RevenueCenter_1,Lunch,1001.0
2023-10-19,RevenueCenter_1,Breakfast,734.0
2023-10-19,RevenueCenter_1,Dinner,4063.0
2023-10-19,RevenueCenter_1,Lunch,467.0
2023-10-20,RevenueCenter_1,Breakfast,411.0
2023-10-20,RevenueCenter_1,Dinner,1510.0
2023-10-20,RevenueCenter_1,Lunch,951.0
2023-10-21,RevenueCenter_1,Breakfast,1157.0
2023-10-21,RevenueCenter_1,Dinner,2285.0
2023-10-21,RevenueCenter_1,Lunch,748.0
2023-10-22,RevenueCenter_1,Breakfast,405.0
2023-10-22,RevenueCenter_1,Dinner,1755.0
2023-10-22,RevenueCenter_1,Lunch,280.0
2023-10-23,RevenueCenter_1,Breakfast,255.0
2023-10-23,RevenueCenter_1,Dinner,1876.0
2023-10-23,RevenueCenter_1,Lunch,730.0
2023-10-24,RevenueCenter_1,Breakfast,592.0
2023-10-24,RevenueCenter_1,Dinner,1598.0
2023-10-24,RevenueCenter_1,Lunch,125.0
2023-10-25,RevenueCenter_1,Breakfast,242.0
2023-10-25,RevenueCenter_1,Dinner,2569.0
2023-10-25,RevenueCenter_1,Lunch,502.0
2023-10-26,RevenueCenter_1,Breakfast,20.0
2023-10-26,RevenueCenter_1,Dinner,1627.0
2023-10-26,RevenueCenter_1,Lunch,750.0
2023-10-27,RevenueCenter_1,Breakfast,575.0
2023-10-27,RevenueCenter_1,Dinner,2414.0
2023-10-27,RevenueCenter_1,Lunch,396.0
2023-10-28,RevenueCenter_1,Breakfast,454.0
2023-10-28,RevenueCenter_1,Dinner,1167.0
2023-10-28,RevenueCenter_1,Lunch,135.0
2023-10-29,RevenueCenter_1,Breakfast,500.0
2023-10-29,RevenueCenter_1,Dinner,2407.0
2023-10-29,RevenueCenter_1,Lunch,188.0
2023-10-30,RevenueCenter_1,Breakfast,296.0
2023-10-30,RevenueCenter_1,Dinner,2161.0
2023-10-30,RevenueCenter_1,Lunch,40.0
2023-10-31,RevenueCenter_1,Breakfast,377.5
2023-10-31,RevenueCenter_1,Dinner,1234.0
2023-10-31,RevenueCenter_1,Lunch,160.0
2023-11-01,RevenueCenter_1,Breakfast,274.0
2023-11-01,RevenueCenter_1,Dinner,1850.0
2023-11-01,RevenueCenter_1,Lunch,2941.0
2023-11-02,RevenueCenter_1,Breakfast,678.0
2023-11-02,RevenueCenter_1,Dinner,4335.0
2023-11-02,RevenueCenter_1,Lunch,383.0
2023-11-03,RevenueCenter_1,Breakfast,987.0
2023-11-03,RevenueCenter_1,Dinner,1040.0
2023-11-03,RevenueCenter_1,Lunch,678.0
2023-11-04,RevenueCenter_1,Breakfast,614.0
2023-11-04,RevenueCenter_1,Dinner,1655.5
2023-11-04,RevenueCenter_1,Lunch,462.0
2023-11-05,RevenueCenter_1,Breakfast,244.0
2023-11-05,RevenueCenter_1,Dinner,1434.0
2023-11-05,RevenueCenter_1,Lunch,844.0
2023-11-06,RevenueCenter_1,Breakfast,365.0
2023-11-06,RevenueCenter_1,Dinner,915.5
2023-11-06,RevenueCenter_1,Lunch,125.0
2023-11-07,RevenueCenter_1,Breakfast,199.0
2023-11-07,RevenueCenter_1,Dinner,1910.0
2023-11-07,RevenueCenter_1,Lunch,563.0
2023-11-08,RevenueCenter_1,Breakfast,950.0
2023-11-08,RevenueCenter_1,Dinner,1918.0
2023-11-08,RevenueCenter_1,Lunch,736.0
2023-11-09,RevenueCenter_1,Breakfast,531.5
2023-11-09,RevenueCenter_1,Dinner,3656.0
2023-11-09,RevenueCenter_1,Lunch,421.0
2023-11-10,RevenueCenter_1,Breakfast,1415.0
2023-11-10,RevenueCenter_1,Dinner,2284.0
2023-11-10,RevenueCenter_1,Lunch,1305.0
2023-11-11,RevenueCenter_1,Breakfast,1073.0
2023-11-11,RevenueCenter_1,Dinner,2050.0
2023-11-11,RevenueCenter_1,Lunch,1563.0
2023-11-12,RevenueCenter_1,Breakfast,1921.0
2023-11-12,RevenueCenter_1,Dinner,1607.0
2023-11-12,RevenueCenter_1,Lunch,1029.0
2023-11-13,RevenueCenter_1,Breakfast,130.0
2023-11-13,RevenueCenter_1,Dinner,2015.0
2023-11-13,RevenueCenter_1,Lunch,670.0
2023-11-14,RevenueCenter_1,Breakfast,492.0
2023-11-14,RevenueCenter_1,Dinner,917.0
2023-11-14,RevenueCenter_1,Lunch,733.0
2023-11-15,RevenueCenter_1,Breakfast,932.0
2023-11-15,RevenueCenter_1,Dinner,4108.0
2023-11-15,RevenueCenter_1,Lunch,945.5
2023-11-16,RevenueCenter_1,Breakfast,354.0
2023-11-16,RevenueCenter_1,Dinner,2538.0
2023-11-16,RevenueCenter_1,Lunch,360.0
2023-11-17,RevenueCenter_1,Breakfast,908.0
2023-11-17,RevenueCenter_1,Dinner,1740.0
2023-11-17,RevenueCenter_1,Lunch,631.5
2023-11-18,RevenueCenter_1,Breakfast,1059.0
2023-11-18,RevenueCenter_1,Dinner,1380.0
2023-11-18,RevenueCenter_1,Lunch,291.0
2023-11-19,RevenueCenter_1,Breakfast,1110.0
2023-11-19,RevenueCenter_1,Dinner,3049.0
2023-11-19,RevenueCenter_1,Lunch,977.0
2023-11-20,RevenueCenter_1,Breakfast,577.0
2023-11-20,RevenueCenter_1,Dinner,2243.0
2023-11-20,RevenueCenter_1,Lunch,631.0
2023-11-21,RevenueCenter_1,Breakfast,864.5
2023-11-21,RevenueCenter_1,Dinner,2720.0
2023-11-21,RevenueCenter_1,Lunch,601.5
2023-11-22,RevenueCenter_1,Breakfast,665.0
2023-11-22,RevenueCenter_1,Dinner,1440.5
2023-11-22,RevenueCenter_1,Lunch,405.0
2023-11-23,RevenueCenter_1,Breakfast,850.0
2023-11-23,RevenueCenter_1,Dinner,2026.75
2023-11-23,RevenueCenter_1,Lunch,255.0
2023-11-24,RevenueCenter_1,Breakfast,594.0
2023-11-24,RevenueCenter_1,Dinner,2692.0
2023-11-24,RevenueCenter_1,Lunch,328.0
2023-11-25,RevenueCenter_1,Breakfast,448.0
2023-11-25,RevenueCenter_1,Dinner,6070.0
2023-11-25,RevenueCenter_1,Lunch,1040.0
2023-11-26,RevenueCenter_1,Breakfast,1057.0
2023-11-26,RevenueCenter_1,Dinner,2244.0
2023-11-26,RevenueCenter_1,Lunch,472.0
2023-11-27,RevenueCenter_1,Breakfast,272.0
2023-11-27,RevenueCenter_1,Dinner,1958.0
2023-11-27,RevenueCenter_1,Lunch,370.0
2023-11-28,RevenueCenter_1,Breakfast,240.0
2023-11-28,RevenueCenter_1,Dinner,2825.5
2023-11-28,RevenueCenter_1,Lunch,686.0
2023-11-29,RevenueCenter_1,Breakfast,1420.0
2023-11-29,RevenueCenter_1,Dinner,3159.0
2023-11-29,RevenueCenter_1,Lunch,110.0
2023-11-30,RevenueCenter_1,Breakfast,1795.0
2023-11-30,RevenueCenter_1,Dinner,3083.0
2023-11-30,RevenueCenter_1,Lunch,1058.0
2023-12-01,RevenueCenter_1,Breakfast,1437.0
2023-12-01,RevenueCenter_1,Dinner,2343.0
2023-12-01,RevenueCenter_1,Lunch,503.0
2023-12-02,RevenueCenter_1,Breakfast,2189.0
2023-12-02,RevenueCenter_1,Dinner,1202.0
2023-12-02,RevenueCenter_1,Lunch,349.0
2023-12-03,RevenueCenter_1,Breakfast,110.0
2023-12-03,RevenueCenter_1,Dinner,2133.5
2023-12-03,RevenueCenter_1,Lunch,665.0
2023-12-04,RevenueCenter_1,Breakfast,375.0
2023-12-04,RevenueCenter_1,Dinner,3426.0
2023-12-04,RevenueCenter_1,Lunch,635.25
2023-12-05,RevenueCenter_1,Breakfast,128.0
2023-12-05,RevenueCenter_1,Dinner,2831.0
2023-12-05,RevenueCenter_1,Lunch,827.0
2023-12-06,RevenueCenter_1,Breakfast,1393.0
2023-12-06,RevenueCenter_1,Dinner,2824.5
2023-12-06,RevenueCenter_1,Lunch,129.0
2023-12-07,RevenueCenter_1,Breakfast,191.0
2023-12-07,RevenueCenter_1,Dinner,3493.0
2023-12-07,RevenueCenter_1,Lunch,1661.0
2023-12-08,RevenueCenter_1,Breakfast,521.0
2023-12-08,RevenueCenter_1,Dinner,2577.0
2023-12-08,RevenueCenter_1,Lunch,314.0
2023-12-09,RevenueCenter_1,Breakfast,785.0
2023-12-09,RevenueCenter_1,Dinner,2050.0
2023-12-09,RevenueCenter_1,Lunch,25.0
2023-12-10,RevenueCenter_1,Breakfast,1837.0
2023-12-10,RevenueCenter_1,Dinner,2298.0
2023-12-10,RevenueCenter_1,Lunch,336.0
2023-12-11,RevenueCenter_1,Breakfast,443.0
2023-12-11,RevenueCenter_1,Dinner,3176.0
2023-12-11,RevenueCenter_1,Lunch,518.5
2023-12-12,RevenueCenter_1,Breakfast,347.5
2023-12-12,RevenueCenter_1,Dinner,2001.0
2023-12-12,RevenueCenter_1,Lunch,400.0
2023-12-13,RevenueCenter_1,Breakfast,519.0
