Date,MealPeriod,CheckTotal,RevenueCenterName,MealPeriod_num,Year,Month,DayOfWeek,IslamicPeriod_num,IsNewYear,IsPreRamadan,IsPreEvent,IsLast10Ramadan,is_zero,IsSummerEvent,IsMarathon,IsFoodFestival,IsDSF,IsRamadan,RevenueCenter
2023-01-01,Breakfast,0.0,RevenueCenter_3,0,2023,1,6,8,1,0,0,0,1,0,0,0,0,0,3
2023-01-01,Dinner,9441.9,RevenueCenter_3,1,2023,1,6,8,1,0,0,0,0,0,0,0,0,0,3
2023-01-01,Lunch,763.0,RevenueCenter_3,2,2023,1,6,8,1,0,0,0,0,0,0,0,0,0,3
2023-01-02,Breakfast,397.0,RevenueCenter_3,0,2023,1,0,15,1,0,0,0,0,0,0,0,0,0,3
2023-01-02,Dinner,13231.9,RevenueCenter_3,1,2023,1,0,15,1,0,0,0,0,0,0,0,0,0,3
2023-01-02,Lunch,546.0,RevenueCenter_3,2,2023,1,0,15,1,0,0,0,0,0,0,0,0,0,3
2023-01-03,Breakfast,440.0,RevenueCenter_3,0,2023,1,1,15,1,0,0,0,0,0,0,0,0,0,3
2023-01-03,Dinner,11712.55,RevenueCenter_3,1,2023,1,1,15,1,0,0,0,0,0,0,0,0,0,3
2023-01-03,Lunch,693.0,RevenueCenter_3,2,2023,1,1,15,1,0,0,0,0,0,0,0,0,0,3
2023-01-04,Breakfast,175.5,RevenueCenter_3,0,2023,1,2,9,0,0,0,0,0,0,0,0,0,0,3
2023-01-04,Dinner,15118.3,RevenueCenter_3,1,2023,1,2,9,0,0,0,0,0,0,0,0,0,0,3
2023-01-04,Lunch,839.5,RevenueCenter_3,2,2023,1,2,9,0,0,0,0,0,0,0,0,0,0,3
2023-01-05,Breakfast,0.0,RevenueCenter_3,0,2023,1,3,9,0,0,0,0,1,0,0,0,0,0,3
2023-01-05,Dinner,10966.25,RevenueCenter_3,1,2023,1,3,9,0,0,0,0,0,0,0,0,0,0,3
2023-01-05,Lunch,707.0,RevenueCenter_3,2,2023,1,3,9,0,0,0,0,0,0,0,0,0,0,3
2023-01-06,Breakfast,625.0,RevenueCenter_3,0,2023,1,4,23,0,0,1,0,0,0,1,0,0,0,3
2023-01-06,Dinner,9824.25,RevenueCenter_3,1,2023,1,4,23,0,0,1,0,0,0,1,0,0,0,3
2023-01-06,Lunch,1571.75,RevenueCenter_3,2,2023,1,4,23,0,0,1,0,0,0,1,0,0,0,3
