Date,MealPeriod,CheckTotal,RevenueCenterName,MealPeriod_num,Year,Month,DayOfWeek,IslamicPeriod_num,IsNewYear,IsPreRamadan,IsPreEvent,IsLast10Ramadan,is_zero,IsSummerEvent,IsMarathon,IsFoodFestival,IsDSF,IsRamadan,RevenueCenter
2023-01-01,Breakfast,93.0,RevenueCenter_6,0,2023,1,6,8,1,0,0,0,0,0,0,0,0,0,6
2023-01-01,Dinner,1166.0,RevenueCenter_6,1,2023,1,6,8,1,0,0,0,0,0,0,0,0,0,6
2023-01-01,Lunch,1446.0,RevenueCenter_6,2,2023,1,6,8,1,0,0,0,0,0,0,0,0,0,6
2023-01-02,Breakfast,0.0,RevenueCenter_6,0,2023,1,0,15,1,0,0,0,1,0,0,0,0,0,6
2023-01-02,Dinner,629.5,RevenueCenter_6,1,2023,1,0,15,1,0,0,0,0,0,0,0,0,0,6
2023-01-02,Lunch,892.0,RevenueCenter_6,2,2023,1,0,15,1,0,0,0,0,0,0,0,0,0,6
2023-01-03,Breakfast,365.0,RevenueCenter_6,0,2023,1,1,15,1,0,0,0,0,0,0,0,0,0,6
2023-01-03,Dinner,2.0,RevenueCenter_6,1,2023,1,1,15,1,0,0,0,0,0,0,0,0,0,6
2023-01-03,Lunch,468.0,RevenueCenter_6,2,2023,1,1,15,1,0,0,0,0,0,0,0,0,0,6
2023-01-04,Breakfast,853.0,RevenueCenter_6,0,2023,1,2,9,0,0,0,0,0,0,0,0,0,0,6
2023-01-04,Dinner,550.0,RevenueCenter_6,1,2023,1,2,9,0,0,0,0,0,0,0,0,0,0,6
2023-01-04,Lunch,226.5,RevenueCenter_6,2,2023,1,2,9,0,0,0,0,0,0,0,0,0,0,6
2023-01-05,Breakfast,341.0,RevenueCenter_6,0,2023,1,3,9,0,0,0,0,0,0,0,0,0,0,6
2023-01-05,Dinner,629.75,RevenueCenter_6,1,2023,1,3,9,0,0,0,0,0,0,0,0,0,0,6
2023-01-05,Lunch,754.0,RevenueCenter_6,2,2023,1,3,9,0,0,0,0,0,0,0,0,0,0,6
2023-01-06,Breakfast,47.0,RevenueCenter_6,0,2023,1,4,23,0,0,1,0,0,0,1,0,0,0,6
